name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,_class,dist
HIP 100102,304.61180289,49.7480869,30.12,20.21,6.32,F8,85.65441133,7.75257286,STAR F8,158.227848101266
HIP 100103,304.6122801,-72.97924251,6.94,-37.51,4.71,K3III,321.66833794,-32.17851841,STAR K3III,212.314225053079
HIP 100104,304.61485014,36.25438441,-1.69,-17.78,1.66,B9p,74.43082131,0.20910007,STAR B9,602.409638554217
HIP 100105,304.61572757,-73.54184323,50.53,-13.35,5.77,F7V,321.01978086,-32.05690089,STAR F7V,173.310225303293
HIP 100106,304.61773338,-70.53233635,10.58,-19.85,2.42,G8/K0III,324.50716369,-32.67451894,STAR G8III,413.223140495868
HIP 100107,304.61899969,-19.29129908,6.68,-87.33,7.39,F0V,24.21017551,-27.51932339,STAR F0V,135.31799729364
HIP 100108,304.61927485,36.9997539,40.35,20.06,16.76,A2V,75.048967,0.62564078,STAR A2V,59.6658711217184
HIP 100109,304.62466667,23.29808333,,,,A0,63.67323215,-7.05102685,STAR A0,#DIV/0!
HIP 10011,32.23211324,70.52675444,-1.32,-3,2.19,A,129.35370344,8.62729097,STAR A0,456.62100456621
HIP 100110,304.62528915,-72.80815755,-26.2,11.2,4.45,K0II/III,321.86485882,-32.21889197,STAR K0III,224.719101123595
HIP 100111,304.62751329,19.03105653,-10.01,7.42,39.57,F2,60.07358242,-9.39990831,STAR F2,25.2716704574172
HIP 100112,304.63322366,33.15521051,6.8,-11.43,2.14,B2:V:,71.87716244,-1.54741174,STAR B2V,467.289719626168
HIP 100113,304.63864634,37.44975798,-1.01,-8.31,-1.41,C8e:,75.4296487,0.8661565,UNIDENTIFIED,-709.219858156028
HIP 100114,304.63947428,39.6067756,0.97,-4.68,3.23,K3II,77.21394505,2.07910081,STAR K3II,309.597523219814
HIP 100115,304.64130945,16.46679401,8.55,5.81,3.88,A0,57.89409873,-10.80414364,STAR A0,257.731958762887
HIP 100116,304.64614029,17.36216555,-3.43,-1.14,2.64,K5,58.66234873,-10.3231615,STAR K5,378.787878787879
HIP 100117,304.64626116,-65.85726362,-7.86,-103.12,8.88,G6/G8IV/Vp,330.00900699,-33.44965962,STAR G6IV,112.612612612613
HIP 100118,304.65006397,21.52066541,0.48,18.62,10.16,Am...,62.19147119,-8.05209128,STAR A0,98.4251968503937
HIP 100119,304.65351458,-38.0919905,2.46,-21.35,0.53,M2III:,3.29134989,-32.77634914,STAR M2III,1886.79245283019
HIP 10012,32.23567847,-27.4190602,-60.25,-228.83,17.87,G8V,218.36326108,-72.79285291,STAR G8V,55.9597090095132
HIP 100120,304.65538947,27.55027938,-50.57,-108.04,6.84,G0,67.24079726,-4.70798884,STAR G0,146.198830409357
HIP 100121,304.6560756,0.64107378,72.58,-1.24,9.99,A3,43.85978993,-18.986255,STAR A3,100.1001001001
HIP 100122,304.66279104,34.98278431,0.1,-3.81,1.63,F5Ib,73.4018107,-0.53899512,STAR F5I,613.496932515337
HIP 100123,304.66303354,-42.62004714,46.73,-126.36,10.94,F8IV/V,357.95344528,-33.50508036,STAR F8IV,91.4076782449726
HIP 100124,304.66563096,40.22692702,-2.84,-5.01,1.38,B9Ia,77.73850246,2.41114421,STAR B9I,724.63768115942
HIP 100125,304.66793158,49.4977667,-3.48,-6.37,0.43,B8,85.46403111,7.58410008,STAR B8,2325.58139534884
HIP 100126,304.67714229,-51.50616677,37.64,241.38,13.46,F5IV/V,347.28284262,-34.24737294,STAR F5IV,74.2942050520059
HIP 100127,304.68084529,33.25027293,0.48,-7.43,0.08,A0,71.97820472,-1.52685845,STAR A0,12500
HIP 100128,304.68175191,-61.90660284,12.59,-44.89,8.3,A0V,334.7233806,-33.92128908,STAR A0V,120.481927710843
HIP 100129,304.6860048,-17.85533789,77.84,47.2,11.1,F6/F7V,25.7388807,-27.05005925,STAR F6V,90.0900900900901
HIP 10013,32.23623427,17.57938805,-0.61,-4.61,0.85,M0,147.91271396,-41.50218709,STAR M0,1176.47058823529
HIP 100130,304.68704472,20.01641294,-2.32,-2.31,-0.11,F5,60.94008157,-8.90770751,STAR F5,-9090.90909090909
HIP 100131,304.68703248,46.5435725,2.15,-18.7,3.27,K2,82.99582152,5.93479423,STAR K2,305.810397553517
HIP 100132,304.68797369,-48.58785175,-49.77,-2.09,9.82,F5V,350.80714494,-34.11605709,STAR F5V,101.83299389002
HIP 100133,304.69134866,-0.65712214,-207.76,-67.78,34.77,,42.67340282,-19.64432576,UNIDENTIFIED,28.7604256542997
HIP 100134,304.69179701,-34.88307157,33.04,-65.37,6.95,K0/K1III/IV,7.02441433,-32.16015628,STAR K1IV,143.884892086331
HIP 100135,304.69676035,36.34059811,-3.45,-8.1,-0.28,O8,74.5392418,0.20309626,STAR O8,-3571.42857142857
HIP 100136,304.69661578,-27.07574154,9.14,-17.21,1.39,K2IIICN...,15.84449261,-30.15338411,STAR K2III,719.424460431655
HIP 100137,304.6965905,-52.61784273,-6.85,2.54,13.59,M5e,345.9383848,-34.28537209,STAR M5e,73.5835172921266
HIP 100138,304.70007926,-9.88552076,11.05,-35.3,6.29,A2,33.82944637,-23.85765882,STAR A2,158.982511923688
HIP 100139,304.70099538,22.93980335,3.49,2.82,2.08,F5,63.4116413,-7.30779828,STAR F5,480.769230769231
HIP 10014,32.23619617,7.00763182,-6.35,-6.3,2.06,F5,154.51979317,-51.04814918,STAR F5,485.436893203883
HIP 100140,304.70228871,50.89706991,6.71,3.28,2.41,K5,86.65499852,8.33733158,STAR K5,414.9377593361
HIP 100141,304.70506494,31.04082875,-2.31,-5.48,-0.57,B...,70.16175761,-2.78677547,STAR B0,-1754.38596491228
HIP 100142,304.70696744,46.32221345,-4.42,-7.89,1.23,B2V,82.81871382,5.800075,STAR B2V,813.008130081301
HIP 100143,304.70784282,-55.06694495,18.45,1.39,8.45,F5V,342.97395147,-34.29699307,STAR F5V,118.343195266272
HIP 100144,304.70991777,45.92567867,-18.98,14.34,2.19,K5,82.48904781,5.57729193,STAR K5,456.62100456621
HIP 100145,304.71111875,26.99127487,1.6,-15.64,3.96,M2III,66.80335803,-5.06150649,STAR M2III,252.525252525253
HIP 100146,304.71546321,38.27959672,-4.69,-5.48,1.23,O9III,76.14969339,1.28332576,STAR O9III,813.008130081301
HIP 100147,304.71676033,21.21009863,19.11,-2.49,7.04,A0,61.9641589,-8.27498311,STAR A0,142.045454545455
HIP 100148,304.72765025,-23.89408263,-5.33,13.58,4.08,K1/K2III,19.33659334,-29.1947864,STAR K1III,245.098039215686
HIP 100149,304.72807893,55.54545053,-5,43.14,7.75,F5,90.61381124,10.86204384,STAR F5,129.032258064516
HIP 10015,32.23692792,-31.74543178,-0.07,-5.39,2,K2III,232.89039292,-72.53152948,STAR K2III,500
HIP 100150,304.72877781,60.61794719,-2.79,-2.73,0.33,B8,95.00115341,13.57272559,STAR B8,3030.30303030303
HIP 100151,304.73319265,-47.71076925,12.31,-2,4.83,M1III,351.86633298,-34.08526443,STAR M1III,207.03933747412
HIP 100152,304.73560821,-44.52445436,7.6,6.59,4.61,K0III,355.69073884,-33.79094131,STAR K0III,216.919739696312
HIP 100153,304.73552141,-6.63847632,-16.71,-71.9,5.68,G5,37.01958988,-22.46380144,STAR G5,176.056338028169
HIP 100154,304.73823096,-15.85775506,43.89,-13.08,0.81,M4III,27.82753878,-26.33536542,STAR M4III,1234.56790123457
HIP 100155,304.73974671,39.00420342,-2.12,-8.08,1.36,K5Ib,76.75927066,1.67585519,STAR K5I,735.294117647059
HIP 100156,304.74210875,0.59746442,-7.13,-7.54,1.12,M0,43.86371405,-19.0826337,STAR M0,892.857142857143
HIP 100157,304.74545041,-61.9025558,10.43,1.82,1.62,G8III,334.7248591,-33.95153423,STAR G8III,617.283950617284
HIP 100158,304.7506357,-28.94527447,-2.92,2.45,-0.1,K5,13.78260379,-30.7344907,STAR K5,-10000
HIP 100159,304.75287551,2.23341824,17.7,-1.98,11.14,F0,45.37490281,-18.29064333,STAR F0,89.7666068222621
HIP 10016,32.24300166,-23.80675981,-14.78,-60.3,5.42,F2V,206.48871335,-72.20692785,STAR F2V,184.50184501845
HIP 100160,304.75398201,20.46416504,-7.36,-25.31,3.75,B9,61.35369433,-8.71440755,STAR B9,266.666666666667
HIP 100161,304.75598482,3.21279171,2.06,-2.51,1.7,K5,46.27117523,-17.80794229,STAR K5,588.235294117647
HIP 100162,304.75657393,51.97707077,-2.64,-10.99,7.75,Am,87.58633189,8.90271451,STAR A0,129.032258064516
HIP 100163,304.75866534,44.87741382,10.63,-26.94,3.88,G5,81.63510169,4.96331599,STAR G5,257.731958762887
HIP 100164,304.75960438,-14.29099946,16.29,8.41,2.69,K0III,29.43929541,-25.7370736,STAR K0III,371.747211895911
HIP 100165,304.76254422,-63.23056312,-8.78,-74.36,7.32,K0III,333.13242352,-33.8242311,STAR K0III,136.612021857923
HIP 100166,304.76709415,-40.22480168,-23.44,-59.59,9.11,G8V,0.80415075,-33.23029923,STAR G8V,109.769484083425
HIP 100167,304.76938297,-75.67205991,10.33,-32.07,2.97,K1IIICN...,318.57038509,-31.59994855,STAR K1III,336.700336700337
HIP 100168,304.77059727,-10.80002592,13.78,1.65,4.6,A0,32.95561687,-24.31011392,STAR A0,217.391304347826
HIP 100169,304.77611819,-42.28648187,4.44,14.55,4.26,K0III,358.36342944,-33.54263218,STAR K0III,234.741784037559
HIP 10017,32.2462312,-76.62100486,-6.2,-1.38,0.35,,297.20814252,-39.63299193,UNIDENTIFIED,2857.14285714286
HIP 100170,304.77635786,-69.43512605,9.35,1.49,0.44,B2V,325.77824052,-32.93018122,STAR B2V,2272.72727272727
HIP 100171,304.77817955,26.10780777,14.49,-10.74,10.98,F8,66.10103879,-5.60476095,STAR F8,91.0746812386157
HIP 100172,304.7854849,38.1612213,45.62,-22.73,6.26,K1II,76.08290737,1.1711621,STAR K1II,159.744408945687
HIP 100173,304.78541938,39.27341424,-2.48,-4.45,0.41,O7e,77.00174519,1.79828684,STAR O7,2439.0243902439
HIP 100174,304.78823096,14.3841738,2.11,0.45,4.47,G5,56.18125504,-12.04461362,STAR G5,223.713646532438
HIP 100175,304.79195258,-53.33588112,3.81,9.73,2.83,F5V,345.06987761,-34.35122899,STAR F5V,353.356890459364
HIP 100176,304.7936823,29.49906467,7.23,-0.26,2.69,F5,68.92747631,-3.71649495,STAR F5,371.747211895911
HIP 100177,304.79390243,-47.94275953,12.89,-2.77,6.63,F5V,351.59043621,-34.14274923,STAR F5V,150.829562594268
HIP 100178,304.79452745,-56.33757245,18.02,-33.94,3.25,K2/K3III,341.43478259,-34.31937919,STAR K2III,307.692307692308
HIP 100179,304.79672749,-53.34274809,-5.44,7.22,13.63,,345.06158331,-34.35412619,UNIDENTIFIED,73.3675715333822
HIP 10018,32.25051939,-46.36993825,-46.83,-33.06,6.44,F5V,269.52957675,-65.40910826,STAR F5V,155.27950310559
HIP 100180,304.79683685,50.88044495,-0.54,24.99,1.37,K5,86.67418199,8.27839578,STAR K5,729.92700729927
HIP 100181,304.79888393,-22.12761539,-17.2,-11.26,1.8,K0IV,21.26587955,-28.67149468,STAR K0IV,555.555555555556
HIP 100182,304.80969032,-26.16766105,79.93,-28.61,8.9,G3/G5V,16.88063671,-29.97814971,STAR G3V,112.359550561798
HIP 100183,304.80884426,-54.5446928,157.99,-100.95,6.81,G3/G5V,343.60560563,-34.36054839,STAR G3V,146.842878120411
HIP 100184,304.8236872,-47.57984541,190.87,-182.5,33.91,F5V,352.02950941,-34.13630741,STAR F5V,29.4898260100265
HIP 100185,304.82667234,-43.33433402,10.75,-18.35,1.46,F3V,357.12148586,-33.71596079,STAR F3V,684.931506849315
HIP 100186,304.82969792,-30.20948524,8.69,-21.6,2.45,K2III,12.38556767,-31.1433435,STAR K2III,408.163265306122
HIP 100187,304.82993187,-76.12645968,-9.76,-33.07,4.39,A9IV,318.049539,-31.501503,STAR A9IV,227.790432801822
HIP 100188,304.83121784,-3.75414182,-15.36,-8.33,9.24,F5,39.83097603,-21.23103002,STAR F5,108.225108225108
HIP 100189,304.83160523,-52.98778451,7.11,-7.18,-1.22,K1III,345.49179426,-34.37200335,STAR K1III,-819.672131147541
HIP 10019,32.25614312,22.39924649,15.65,-11.51,3.61,A7,145.55532708,-37.0405665,STAR A7,277.008310249307
HIP 100190,304.83275742,61.28843817,2.46,8.93,4,A0,95.61515846,13.88310775,STAR A0,250
HIP 100191,304.83618787,41.39139301,4.32,1.32,2.86,B9,78.77496288,2.95956035,STAR B9,349.65034965035
HIP 100192,304.83816596,14.37070327,14.49,10.84,4.72,A0,56.1961489,-12.09266659,STAR A0,211.864406779661
HIP 100193,304.84047662,40.88792042,-2.45,-5.9,1.97,B2+...,78.36025895,2.67332387,STAR B2,507.61421319797
HIP 100194,304.84446243,4.48558004,8.37,-4.9,-0.28,M1,47.47305846,-17.24732041,STAR M1,-3571.42857142857
HIP 100195,304.84833016,-19.1185068,7.96,-10.9,4.68,K2III,24.48050166,-27.65845019,STAR K2III,213.675213675214
HIP 100196,304.84806644,-29.62391896,9.63,-2.91,3.23,B8V,13.04929475,-31.0020611,STAR B8V,309.597523219814
HIP 100197,304.85232606,42.99875762,-3.01,-6.29,0.52,A0:Ib:,80.11294101,3.85395224,STAR A0I,1923.07692307692
HIP 100198,304.85303934,36.34008037,-4.88,-11.11,0.92,A5,74.6098315,0.09886431,STAR A5,1086.95652173913
HIP 100199,304.85361662,49.81768854,-12.33,-5.11,4.93,F2,85.80001634,7.66090412,STAR F2,202.839756592292
HIP 1002,3.13317674,-52.33337574,1.42,-52.44,5.62,K0III,316.43609177,-63.76283492,STAR K0III,177.935943060498
HIP 10020,32.25736484,-24.36467402,-4.37,3.05,4.47,K0III,208.27663643,-72.3291754,STAR K0III,223.713646532438
HIP 100200,304.85645392,24.36264847,-7.04,-15.12,-1.88,B8,64.68362957,-6.63647831,STAR B8,-531.914893617021
HIP 100201,304.85747764,-20.95076653,8.58,3.12,8.21,A9V,22.5447702,-28.3184135,STAR A9V,121.802679658952
HIP 100202,304.85901317,-12.80379241,43.69,-2.33,9.7,F0V,30.98912745,-25.22352753,STAR F0V,103.092783505155
HIP 100203,304.86152067,45.21501731,4.97,9.34,5.29,K0,81.95677509,5.09207199,STAR K0,189.035916824197
HIP 100204,304.86280891,12.13678959,-9.22,-9.21,4.27,K5,54.27205426,-13.30422043,STAR K5,234.192037470726
HIP 100205,304.86370894,-32.28642058,22.19,-28.19,3.83,K0III,10.04030532,-31.69953576,STAR K0III,261.096605744125
HIP 100206,304.86557175,22.99620183,9.02,-12.19,7.43,A3,63.54363438,-7.40269432,STAR A3,134.589502018843
HIP 100207,304.8662934,-52.17679966,-14.1,16.17,10.7,F3V,346.47467106,-34.38089887,STAR F3V,93.4579439252336
HIP 100208,304.87210564,13.21681049,-14.89,-18.28,4.12,M1III,55.21583726,-12.73762875,STAR M1III,242.718446601942
HIP 100209,304.87598538,-44.75284597,-37.54,-163.65,3.59,G8IV,355.43051259,-33.91518479,STAR G8IV,278.551532033426
HIP 10021,32.25850291,57.03598453,4.11,-1.86,-0.11,B7IV,133.3729533,-4.25441944,STAR B7IV,-9090.90909090909
HIP 100210,304.87690796,5.83900598,-7.77,-1.05,8.06,F0,48.71032422,-16.59031951,STAR F0,124.069478908189
HIP 100211,304.87959243,32.04724875,35.81,-13.21,7.45,A5,71.07813687,-2.34299815,STAR A5,134.228187919463
HIP 100212,304.88122307,15.54508993,-2.96,-11.66,2.43,F8,57.23035586,-11.49598568,STAR F8,411.522633744856
HIP 100213,304.88301783,37.19080547,-8.85,-6.71,-0.78,,75.32538655,0.55963601,UNIDENTIFIED,-1282.05128205128
HIP 100214,304.88510217,38.73166436,-3.67,-3.49,2.92,WN5 + O6,76.59799163,1.42868362,WOLF RAYET STAR WN5,342.465753424658
HIP 100215,304.888335,-66.88279679,37.92,-245.19,5.42,,328.77643107,-33.39641916,UNIDENTIFIED,184.50184501845
HIP 100216,304.88830101,-19.91276107,-21.58,-30.17,3.71,K0III,23.65798877,-27.97950639,STAR K0III,269.541778975741
HIP 100217,304.89327129,43.49588732,16.61,109.05,15.42,F8,80.54191637,4.10869718,STAR F8,64.8508430609598
HIP 100218,304.89326228,56.6774433,-4.46,-14.64,4.27,A0,91.6351445,11.39649732,STAR A0,234.192037470726
HIP 100219,304.90248731,47.89418686,-1.53,0.99,1.11,Cme,84.20621507,6.56558518,UNIDENTIFIED,900.900900900901
HIP 10022,32.25860437,35.67487013,72.53,-54.05,6.83,F5,140.19195112,-24.58260297,STAR F5,146.412884333821
HIP 100220,304.90155567,21.89829618,-7.61,-9.65,2.74,K0,62.63974574,-8.038495,STAR K0,364.963503649635
HIP 100221,304.90290698,62.25741351,16.74,24.16,8.62,B9V,96.48329506,14.36397494,STAR B9V,116.009280742459
HIP 100222,304.90542873,13.01080712,10.53,-13.56,6.68,K0,55.05484268,-12.87490531,STAR K0,149.700598802395
HIP 100223,304.90522491,-46.42786662,-379.36,-103.54,55.73,K5V,353.42185083,-34.09841523,STAR K5V,17.9436569172797
HIP 100224,304.90626923,-31.72945724,-23.65,-6.01,13.4,F3V,10.68484315,-31.5972774,STAR F3V,74.6268656716418
HIP 100225,304.90814198,-69.0150533,23.08,-46.11,21,G3V,326.26107093,-33.05117189,STAR G3V,47.6190476190476
HIP 100226,304.91031422,13.00480958,10.5,-11.35,3.03,K,55.05223875,-12.88212927,STAR K0,330.03300330033
HIP 100227,304.91146012,38.33590266,-3.67,-5.25,0,B0Vp,76.28298449,1.18811176,STAR B0V,#DIV/0!
HIP 100228,304.91489333,1.99345171,6.58,-5.11,2.5,G5,45.23905171,-18.54984441,STAR G5,400
HIP 100229,304.91551892,-40.6476528,23.34,-33.98,2.83,G8III,0.32556732,-33.40815722,STAR G8III,353.356890459364
HIP 10023,32.25965022,39.5923307,10.35,-12.88,5.52,F0...,138.83081986,-20.87164568,STAR F0,181.159420289855
HIP 100230,304.923515,47.90550709,13.1,5.53,3.64,G0,84.22358478,6.56018856,STAR G0,274.725274725275
HIP 100231,304.92935972,-17.48802901,-9.04,-0.69,1.05,K3III,26.21896629,-27.12746257,STAR K3III,952.380952380952
HIP 100232,304.93016868,-1.07859255,41.59,32.39,8.04,K0,42.40185045,-20.05593371,STAR K0,124.378109452736
HIP 100233,304.93859756,-25.22824312,-121.79,-146.7,23.07,G2V,17.95297174,-29.8002309,STAR G2V,43.3463372345037
HIP 100234,304.93891651,-13.45241616,2.56,8.05,3.41,K4/K5III,30.36859615,-25.55895331,STAR K4III,293.255131964809
HIP 100235,304.94114246,-8.45290885,-25.97,-177.88,16.68,G0,35.35148087,-23.45100611,STAR G0,59.9520383693046
HIP 100236,304.94464726,-38.93570889,6.22,-40.11,4.96,G0V,2.35032594,-33.15104383,STAR G0V,201.612903225806
HIP 100237,304.94776955,-0.90709652,-5.8,-20.75,7.06,A2,42.57104244,-19.98922153,STAR A2,141.643059490085
HIP 100238,304.95020776,-39.95318707,-10.77,-31.78,11.13,G1V,1.15171975,-33.32498727,STAR G1V,89.8472596585804
HIP 100239,304.95130281,37.13253176,12.32,-7.58,5.25,A0III,75.30808021,0.4818046,STAR A0III,190.476190476191
HIP 10024,32.26032102,57.93220375,-1.24,-1.07,1.68,O6.5V,133.10775978,-3.39815036,STAR O6V,595.238095238095
HIP 100240,304.95493401,38.34273381,-2.35,-7.75,1.33,B3III,76.30789892,1.163844,STAR B3III,751.87969924812
HIP 100241,304.95694238,45.36388089,21.3,-31.19,9.69,F5IV,82.11832666,5.11990761,STAR F5IV,103.199174406605
HIP 100242,304.95755095,29.72685772,4.05,-2.08,3.14,B8,69.19651592,-3.70616273,STAR B8,318.471337579618
HIP 100243,304.96335681,20.4467086,66.15,31.62,10.23,G0,61.4481685,-8.88782026,STAR G0,97.7517106549365
HIP 100244,304.96696689,-15.01775167,-64.2,-37.64,9.45,F7V,28.7858431,-26.20964027,STAR F7V,105.820105820106
HIP 100245,304.96758333,-2.24152778,,,,,41.32986032,-20.6421325,UNIDENTIFIED,#DIV/0!
HIP 100246,304.96947493,-2.24750695,6.91,5.17,3.93,A0,41.32518554,-20.64662539,STAR A0,254.452926208651
HIP 100247,304.96981418,-0.64557905,-1.24,3.74,3.68,K2,42.82632001,-19.88298098,STAR K2,271.739130434783
HIP 100248,304.97627871,-19.91269925,-20.64,-97.64,2.18,G6w...,23.69146824,-28.0567637,STAR G6,458.715596330275
HIP 100249,304.97645245,41.60239027,3.54,-3.52,2.22,B8,79.0087806,2.99170648,STAR B8,450.450450450451
HIP 10025,32.26233637,43.45335118,-18.86,-7.37,1.34,K2,137.5548447,-17.20377398,STAR K2,746.268656716418
HIP 100250,304.98351514,46.83730538,-1.61,5.78,2.67,B9p Si,83.35497661,5.92998086,STAR B9,374.531835205993
HIP 100251,304.988286,32.46400168,-52.29,-239.49,11.12,G0,71.47432472,-2.1835861,STAR G0,89.9280575539568
HIP 100252,304.99193114,49.44028231,16.49,7.32,2.05,A0,85.53344105,7.3769738,STAR A0,487.804878048781
HIP 100253,304.99238895,-32.6165102,-15.98,-3.15,7.51,A9IV/V,9.69431893,-31.88465547,STAR A9IV,133.155792276964
HIP 100254,304.99517822,39.63027067,-0.3,-1.4,1.58,B9.5V,77.38793284,1.86604502,STAR B9V,632.911392405063
HIP 100255,304.99440974,51.57908758,0.06,0.28,1.1,B8,87.33218528,8.56074697,STAR B8,909.090909090909
HIP 100256,305.0007967,13.54810109,-2.65,-4.03,11.09,A5m,55.57148937,-12.66653243,STAR A5,90.1713255184851
HIP 100257,305.00798068,-22.12488778,72.7,11.04,6.84,,21.34356558,-28.85284674,UNIDENTIFIED,146.198830409357
HIP 100258,305.01407116,33.94305183,17.64,4.03,3.79,Amvar,72.70698495,-1.36499822,STAR A0,263.852242744063
HIP 100259,305.01522726,23.638114,-12.1,-4.25,19.43,G5,64.15865537,-7.16027985,STAR G5,51.4668039114771
HIP 10026,32.26360847,-16.64847447,-11.37,-5.31,7.59,F3V,186.66679559,-69.20971027,STAR F3V,131.752305665349
HIP 100260,305.01967023,-51.65803138,25.16,-14.77,5.21,G8III,347.10590332,-34.46423314,STAR G8III,191.938579654511
HIP 100261,305.02493212,68.8802532,18.02,26.44,4.79,M5III,102.42558586,17.72017766,STAR M5III,208.768267223382
HIP 100262,305.04142121,11.46940938,1.68,-12.71,3.7,K2,53.78494824,-13.80594476,STAR K2,270.27027027027
HIP 100263,305.04873507,-27.83826802,7.72,-31.59,2.07,G1V,15.10387169,-30.67408988,STAR G1V,483.091787439614
HIP 100264,305.05191956,5.37559829,-0.81,-13.03,4.15,A0,48.38590085,-16.97581721,STAR A0,240.963855421687
HIP 100265,305.05674691,0.74088813,16.58,-36.03,8.02,F8,44.15854936,-19.28760629,STAR F8,124.688279301746
HIP 100266,305.06028459,-34.58516243,44.15,-55.75,15.87,F8V,7.44647607,-32.3906148,STAR F8V,63.0119722747322
HIP 100267,305.06148039,-29.13103433,7.01,-2.36,0.95,K1III,13.66180372,-31.0469319,STAR K1III,1052.63157894737
HIP 100268,305.06342626,39.40328172,-5.11,-22.79,9.18,A1V,77.2304695,1.69421619,STAR A1V,108.932461873638
HIP 100269,305.063891,15.54281115,69.63,31.79,12.47,F8V,57.32541328,-11.64533156,STAR F8V,80.1924619085806
HIP 10027,32.26423209,40.7942334,7.78,-7.96,6.6,F2V,138.43036508,-19.72992395,STAR F2V,151.515151515152
HIP 100270,305.06950948,-42.67983244,30.71,-7.35,1.77,G6III,357.92946322,-33.80931082,STAR G6III,564.971751412429
HIP 100271,305.07949342,52.2299325,38.53,260.8,24,K4,87.91051263,8.87630654,STAR K4,41.6666666666667
HIP 100272,305.07975775,-10.37517521,0.33,-22.34,4.69,A5,33.51949244,-24.40487324,STAR A5,213.219616204691
HIP 100273,305.08501277,-32.95935779,21.2,-1.45,9.76,G8III/IV,9.3235414,-32.04168349,STAR G8IV,102.459016393443
HIP 100274,305.08552482,14.56924214,-3.19,6.18,5.93,G8III,56.49904878,-12.1880259,STAR G8III,168.634064080944
HIP 100275,305.08814925,28.08139648,-25.32,-16.33,9.91,G0,67.89740959,-4.72699788,STAR G0,100.908173562059
HIP 100276,305.0891524,17.79300261,16.32,-30.88,6.83,K5III,59.26349422,-10.44292137,STAR K5III,146.412884333821
HIP 100277,305.09336533,29.86555173,-0.41,-15.62,2.17,G0,69.37789402,-3.72532078,STAR G0,460.829493087558
HIP 100278,305.0944516,-42.90120041,-25.38,10.6,2.62,K0III,357.66795741,-33.85570326,STAR K0III,381.679389312977
HIP 100279,305.10224752,6.03222452,32.21,-364.62,10.19,G4,49.00303707,-16.68471931,STAR G4,98.135426889107
HIP 10028,32.26528867,41.96550265,5.19,-5.63,3.15,B9,138.04292892,-18.61728614,STAR B9,317.460317460317
HIP 100280,305.1024118,-75.57823647,-171.12,148.89,25.78,G8V,318.65311503,-31.70328803,STAR G8V,38.7897595034911
HIP 100281,305.1070325,7.6148068,-11.43,-10.44,3.96,K2,50.42046242,-15.87636467,STAR K2,252.525252525253
HIP 100282,305.10861227,10.81090916,-7.8,-12.25,4.44,A0,53.24450766,-14.20968583,STAR A0,225.225225225225
HIP 100283,305.10914384,-6.36151378,-82.27,-90.2,5.41,K5,37.46824567,-22.67084531,STAR K5,184.842883548983
HIP 100284,305.11103732,83.99949982,145.07,286.99,20.47,K5,116.81736079,24.72445801,STAR K5,48.8519785051295
HIP 100285,305.11056721,3.98369131,10.37,2.3,1.13,A3,47.15804793,-17.72903375,STAR A3,884.95575221239
HIP 100286,305.1106365,-29.19098691,-4.32,-0.75,4.58,A2IV,13.60817347,-31.10461244,STAR A2IV,218.340611353712
HIP 100287,305.11658414,43.85452638,-5.36,-2.37,0.62,WC+...,80.93026752,4.17710154,WOLF RAYET STAR WC,1612.90322580645
HIP 100288,305.11616874,-29.19721586,-4.32,-0.75,4.58,A5/A6V,13.60271384,-31.11095851,STAR A5V,218.340611353712
HIP 100289,305.11768074,41.36433066,5.03,-0.45,9.25,B2e,78.871949,2.76991698,BE STAR,108.108108108108
HIP 10029,32.26977844,-22.9900577,18.43,5.55,1.84,K3III,203.95954674,-71.957378,STAR K3III,543.478260869565
HIP 100290,305.11855249,-19.64708294,15.47,-41.47,5.68,K0III,24.02684313,-28.08687383,STAR K0III,176.056338028169
HIP 100291,305.12227031,6.78867215,-45.09,-19.21,22.91,K7,49.69142082,-16.31463502,STAR K7,43.6490615451768
HIP 100292,305.12288188,-30.99963115,16.34,-19.59,3.55,K3III,11.56874347,-31.5923326,STAR K3III,281.69014084507
HIP 100293,305.12676386,-39.95719953,0.14,9.5,5.18,G2V,1.17294801,-33.45922017,STAR G2V,193.050193050193
HIP 100294,305.12715372,33.81785949,32.02,-5.73,6.27,G5,72.65694834,-1.51327078,STAR G5,159.489633173844
HIP 100295,305.12766031,53.59568983,2.17,-2.02,2,K5,89.08156729,9.6044196,STAR K5,500
HIP 100296,305.12826473,32.02345331,1.97,0.59,1.56,B5,71.17770003,-2.53037461,STAR B5,641.025641025641
HIP 100297,305.12897664,-2.37589433,-27.88,-20.21,2.5,F6,41.28476326,-20.84775669,STAR F6,400
HIP 100298,305.13266263,-47.21079948,143.97,-26.05,13.38,K0V,352.4935725,-34.31719068,STAR K0V,74.7384155455904
HIP 100299,305.13342613,-33.31350579,1.27,5.05,-0.16,G2,8.9281685,-32.16372312,STAR G2,-6250
HIP 1003,3.13675616,-30.85929019,-13.63,-225.06,21.09,G8/K0V,6.93585176,-80.71818644,STAR G8V,47.4158368895211
HIP 10030,32.27045455,40.79701022,16.38,-34.66,6.6,,138.43418929,-19.72580776,UNIDENTIFIED,151.515151515152
HIP 100300,305.13460168,-55.05080338,11.56,-32.4,4.02,M0/M1III,342.98889351,-34.54163427,STAR M1III,248.756218905473
