name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,_class,dist
HIP 100501,305.68872891,41.02613288,1.26,-49.66,3.81,M0III,78.83789207,2.22415449,STAR M0III,262.46719160105
HIP 100502,305.69360155,-37.26202135,25.97,-44.65,4.95,F3V,4.44628463,-33.43248293,STAR F3V,202.020202020202
HIP 100503,305.69595791,31.54954947,88.48,21.38,11.08,K0,71.06168901,-3.19671532,STAR K0,90.2527075812274
HIP 100504,305.69701098,76.04340339,-2.79,0.83,1.76,K2,109.15296112,21.05177577,STAR K2,568.181818181818
HIP 100505,305.70043492,53.40731278,30.17,31.43,6.94,A3,89.1134811,9.21639742,STAR A3,144.092219020173
HIP 100506,305.70379994,13.33671141,7.79,10.43,5.44,K0,55.76482315,-13.3569726,STAR K0,183.823529411765
HIP 100507,305.70641633,53.41745778,10.9,17.32,2.52,A0,89.12403064,9.21907975,STAR A0,396.825396825397
HIP 100508,305.70657655,-50.49296673,4.38,8.4,1.96,K4III,348.5356401,-34.86520348,STAR K4III,510.204081632653
HIP 100509,305.71398844,7.91484844,-20.11,1.94,8.13,A3,51.01175433,-16.23527167,STAR A3,123.0012300123
HIP 10051,32.34616622,-20.74263105,7.28,-6.23,1.3,K2/K3III:,197.38454611,-71.10629372,STAR K2III,769.230769230769
HIP 100510,305.7140686,27.1316713,46.18,47.36,5.56,A3,67.42461774,-5.72094837,STAR A3,179.856115107914
HIP 100511,305.7180075,14.55111452,79.02,-6.87,38.27,F8V,56.82183801,-12.71312727,STAR F8V,26.1301280376274
HIP 100512,305.72449201,6.182634,28.27,18.4,7.54,F8,49.46909784,-17.13925028,STAR F8,132.62599469496
HIP 100513,305.72630713,64.18293125,5.12,1.71,1.62,B9V Si,98.3780186,15.06164539,STAR B9V,617.283950617284
HIP 100514,305.72610832,18.3401227,2.36,-12.09,3.67,A2,60.06670823,-10.64905058,STAR A2,272.479564032698
HIP 100515,305.73120017,42.98343905,55.72,42.82,9.86,K0IIIvar,80.46500303,3.31539967,STAR K0III,101.419878296146
HIP 100516,305.73483386,3.38782364,-4.64,-2.92,1.86,K5,46.9447806,-18.56693808,STAR K5,537.634408602151
HIP 100517,305.73586799,-29.15208688,7.89,-7.4,3.86,F0IV,13.82549763,-31.61950597,STAR F0IV,259.067357512953
HIP 100518,305.74021639,39.21103629,2.44,-0.99,1.73,B8V,77.37048189,1.1542168,STAR B8V,578.034682080925
HIP 100519,305.74446985,20.3289272,28.36,13.39,6.56,G5,61.75911683,-9.56291854,STAR G5,152.439024390244
HIP 10052,32.34716316,-39.00647287,53.18,-422.55,10.02,,254.03008253,-69.87904307,UNIDENTIFIED,99.8003992015968
HIP 100520,305.74800135,-5.67554003,12.21,9,6,A2,38.44384612,-22.92644126,STAR A2,166.666666666667
HIP 100521,305.74818847,-59.4980809,11.5,2.04,5.45,A8V,337.57232005,-34.65110046,STAR A8V,183.48623853211
HIP 100522,305.74999677,17.53032962,-1.43,14.37,2.02,K0,59.39089265,-11.11362947,STAR K0,495.049504950495
HIP 100523,305.75127012,-35.37736334,37.14,-16.84,17.3,F2V,6.66827879,-33.11155761,STAR F2V,57.8034682080925
HIP 100524,305.75322975,-9.65467053,27.04,-16.28,7.49,G5II-III,34.54759768,-24.69547021,STAR G5II,133.51134846462
HIP 100525,305.75509162,-69.4284024,4.13,7.12,2.12,K0III,325.70899144,-33.26916665,STAR K0III,471.698113207547
HIP 100526,305.75553117,54.6728912,34.37,-7.28,14.44,A2,90.19893776,9.89241154,STAR A2,69.2520775623269
HIP 100527,305.75692401,61.5802673,12,11.53,3.07,A2,96.11152659,13.66397101,STAR A2,325.732899022801
HIP 100528,305.758748,-43.67062324,27.1,0.27,2.75,A5/A6IV/V,356.81380999,-34.42674052,STAR A5IV,363.636363636364
HIP 100529,305.76114409,42.99401226,-2.39,-16.49,2.17,G8III-IV,80.48621825,3.30344243,STAR G8III,460.829493087558
HIP 10053,32.35535861,25.93997268,77.5,-33.1,10.19,F2III,144.07968271,-33.70916141,STAR F2III,98.135426889107
HIP 100530,305.7643306,2.96571631,0.05,-13.43,5.96,M0,46.57467957,-18.80384796,STAR M0,167.785234899329
HIP 100531,305.76708873,-69.43275501,27.43,12.25,10.68,,325.7028975,-33.27244576,UNIDENTIFIED,93.6329588014981
HIP 100532,305.77299097,32.44194615,-49.77,-89.22,8.49,F8,71.83276183,-2.74099113,STAR F8,117.785630153121
HIP 100533,305.7825713,-18.34242151,-16.24,-33.18,4.88,K0III,25.66395131,-28.19864205,STAR K0III,204.918032786885
HIP 100534,305.78324832,48.81259595,-21.15,4.34,1.79,K5,85.30204092,6.59635164,STAR K5,558.659217877095
HIP 100535,305.78470734,-3.81185357,11.37,-3.36,3.76,K0,40.2525214,-22.09996011,STAR K0,265.957446808511
HIP 100536,305.78741939,20.86419985,10.16,-6.12,4,F2,62.23271235,-9.29860269,STAR F2,250
HIP 100537,305.79100956,-65.91472074,15.14,-27.58,2.41,K2III,329.85783277,-33.90375592,STAR K2III,414.9377593361
HIP 100538,305.79194948,57.52601242,5.39,-1.93,1.77,K2,92.63242498,11.44878643,STAR K2,564.971751412429
HIP 100539,305.79268978,-75.55171226,177.47,-215.96,11.37,G1V,318.63150632,-31.87642159,STAR G1V,87.9507475813545
HIP 10054,32.35601743,81.29592818,-34.14,7.13,14.61,A1V,125.99194434,18.89118961,STAR A1V,68.4462696783025
HIP 100540,305.79345595,35.69306163,15.96,11.7,11.52,F8...,74.51032347,-0.89476787,STAR F8,86.8055555555556
HIP 100541,305.79462251,5.34307747,-26.89,-37.12,13.23,G8III-IV,48.75074265,-17.62890178,STAR G8III,75.5857898715042
HIP 100542,305.79494773,40.8749692,-4.55,-4.54,-0.02,O5,78.75966002,2.07192191,STAR O5,-50000
HIP 100543,305.80020331,24.0368507,-0.67,-12.94,2.45,K5,64.89697871,-7.5321988,STAR K5,408.163265306122
HIP 100544,305.8002836,-10.88327085,-0.95,-5.27,6.59,K0,33.34366623,-25.26172236,STAR K0,151.745068285281
HIP 100545,305.80814901,59.77768596,3.02,-26.13,4.81,F8,94.56692323,12.66999081,STAR F8,207.900207900208
HIP 100546,305.81466299,-33.69088752,10.46,12.59,5.72,F0V,8.64518483,-32.80256822,STAR F0V,174.825174825175
HIP 100547,305.81560049,11.08513055,17.23,-21.2,8.47,A2,53.8641484,-14.65341551,STAR A2,118.063754427391
HIP 100548,305.8256974,40.75906868,-3.23,-5.74,0.08,B1.5Ia,78.67788242,1.98650939,STAR B1I,12500
HIP 100549,305.82559335,-72.65182673,18.9,-57.53,10.25,G8III,321.95136794,-32.60109232,STAR G8III,97.5609756097561
HIP 10055,32.35706769,56.99171202,-0.06,-2.57,0.49,B1IV:,133.43752629,-4.28074639,STAR B1IV,2040.81632653061
HIP 100550,305.83007221,-0.45229412,-1.21,-5.09,4.22,M...,43.44895725,-20.54324114,STAR M0,236.96682464455
HIP 100551,305.83054743,15.36207905,6.54,-10.36,8.2,A0,57.57998782,-12.36414761,STAR A0,121.951219512195
HIP 100552,305.83144543,5.57054283,18.37,3.06,5.09,F0,48.97552472,-17.54422638,STAR F0,196.463654223969
HIP 100553,305.84880024,64.19117997,-1.08,10.5,4.47,G5,98.4144731,15.02073668,STAR G5,223.713646532438
HIP 100554,305.85185938,33.48989365,-133.3,-208.62,14.09,K3,72.73106309,-2.19589481,STAR K3,70.97232079489
HIP 100555,305.85376353,23.66971269,4.46,1.34,-0.22,B9,64.61849799,-7.77921062,STAR B9,-4545.45454545455
HIP 100556,305.85937642,-14.25643318,10.47,-0.82,2.68,B3II/III,29.94888899,-26.70049321,STAR B3III,373.134328358209
HIP 100557,305.85964281,38.93918942,-3.55,-6.72,0.12,B0Ib,77.20071252,0.92251814,STAR B0I,8333.33333333333
HIP 100558,305.86544205,-28.44587697,113.85,-52.04,10.33,K0V,14.6593628,-31.53603773,STAR K0V,96.8054211035818
HIP 100559,305.86247205,10.36313299,52.04,8.08,6.38,K2,53.25616618,-15.07541885,STAR K2,156.739811912226
HIP 10056,32.35904102,5.67808079,-27.26,-240.58,17.07,M0V:,155.71361509,-52.15851982,STAR M0V,58.5823081429408
HIP 100560,305.86437862,48.55174844,-0.78,-19.97,2.63,K0,85.11599908,6.40466777,STAR K0,380.228136882129
HIP 100561,305.86545968,50.79390565,5.68,7.57,4.33,A0,86.98125795,7.66975687,STAR A0,230.94688221709
HIP 100562,305.86864305,46.39603707,0.51,-5.38,1.91,K0,83.33345123,5.17906258,STAR K0,523.560209424084
HIP 100563,305.87569061,-20.5294872,-18.04,-13.01,1.61,K5III,23.37330532,-29.06405071,STAR K5III,621.11801242236
HIP 100564,305.87650662,58.49247368,14.15,1.63,1.64,K0,93.48331993,11.94050147,STAR K0,609.756097560976
HIP 100565,305.88368251,62.2711156,38.1,105.75,7.06,G0,96.74489814,13.98424421,STAR G0,141.643059490085
HIP 100566,305.88922451,-26.73498286,-16.6,-8.56,4.86,K0III,16.58613839,-31.06977504,STAR K0III,205.761316872428
HIP 100567,305.88947295,34.37753889,6.9,0.05,3.99,A2,73.47693483,-1.71297281,STAR A2,250.62656641604
HIP 100568,305.8979534,-21.36805062,539.73,-1055.93,22.88,F7V,22.47981257,-29.37312351,STAR F7V,43.7062937062937
HIP 100569,305.89908428,-51.1886726,-7.63,4.75,7,F2V,347.69067137,-35.00279673,STAR F2V,142.857142857143
HIP 10057,32.35913057,-22.51121931,214.11,18.86,16.85,K4.5,202.57893647,-71.73149571,STAR K4,59.3471810089021
HIP 100570,305.90929741,-5.26617164,175.79,-9.95,24.12,F5,38.9187988,-22.88226566,STAR F5,41.4593698175788
HIP 100571,305.91401222,46.52793633,-0.8,-7.74,1.41,B8,83.4602302,5.22839211,STAR B8,709.219858156028
HIP 100572,305.91328765,-1.06967202,1.81,-7.22,4.04,A0,42.91372167,-20.91404004,STAR A0,247.524752475248
HIP 100573,305.92075146,31.67729683,0.67,-5.11,0.93,B9,71.27622866,-3.28089616,STAR B9,1075.2688172043
HIP 100574,305.9348554,37.47644822,5.09,0.17,3.65,B2Vne,76.03651482,0.034898,STAR B2V,273.972602739726
HIP 100575,305.9360193,-35.12932321,-13.52,2.9,4.52,G8/K0III,6.99524534,-33.20831936,STAR G8III,221.238938053097
HIP 100576,305.93807786,-59.34124602,-2.4,0.31,0.64,M2III,337.75285215,-34.76020254,STAR M2III,1562.5
HIP 100577,305.94620935,37.98274035,5.26,0.67,3.58,B9.5V,76.45619988,0.3182332,STAR B9V,279.329608938547
HIP 100578,305.94847612,-41.5487608,-2.05,10.72,1.45,F3/F5V,359.38599041,-34.30767734,STAR F3V,689.655172413793
HIP 100579,305.95014956,37.0261384,2.69,-0.6,2.28,B9III,75.67481919,-0.23362396,STAR B9III,438.59649122807
HIP 10058,32.37248497,52.73803635,5.01,-8.31,0.88,A0,134.72608203,-8.33712662,STAR A0,1136.36363636364
HIP 100580,305.95156334,-50.83791317,6.12,-33.42,5.21,K2III,348.11965299,-35.02902052,STAR K2III,191.938579654511
HIP 100581,305.95208299,6.62285484,-12.87,-57.96,17.4,F5,49.98584504,-17.10658049,STAR F5,57.4712643678161
HIP 100582,305.98103939,56.24783318,-3.39,-6.05,2.62,N0v,91.60350703,10.65842438,UNIDENTIFIED,381.679389312977
HIP 100583,305.95872843,41.77505603,12.68,-54.97,8.94,K0,79.56861281,2.48654995,STAR K0,111.856823266219
HIP 100584,305.96049692,-37.50020166,15.08,-18.6,0.8,K0III,4.2114919,-33.68432657,STAR K0III,1250
HIP 100585,305.96163833,-36.34081928,-24.1,-11.18,5.21,K1III,5.57906046,-33.46983873,STAR K1III,191.938579654511
HIP 100586,305.96256303,38.49288597,-13.1,-12.48,3.01,F0III,76.88124031,0.60066225,STAR F0III,332.225913621262
HIP 100587,305.96498335,32.19018607,35.71,-5.81,12.77,K3III,71.71893865,-3.01809535,STAR K3III,78.3085356303837
HIP 100588,305.96541669,52.53123102,-4.64,-7.2,0.11,B9,88.46822448,8.59461843,STAR B9,9090.90909090909
HIP 100589,305.96887689,-60.609528,-0.9,-16.47,3.4,K0III,336.2145736,-34.66125121,STAR K0III,294.117647058824
HIP 10059,32.37281989,-22.26930335,117.64,-5.5,5.11,G0,201.86386117,-71.64095199,STAR G0,195.694716242661
HIP 100590,305.96998003,0.52253181,-5.05,4.79,0.15,K0,44.42999675,-20.19109679,STAR K0,6666.66666666667
HIP 100591,305.97161225,-42.42290463,-11.08,14.99,8.8,A3V,358.33823867,-34.43630748,STAR A3V,113.636363636364
HIP 100592,305.97231827,54.33587113,-2.12,-5.21,2.05,A0,89.98570711,9.60041388,STAR A0,487.804878048781
HIP 100593,305.97297018,-24.16511153,21.08,-51.14,5.55,G8III/IV,19.46020818,-30.35908863,STAR G8IV,180.18018018018
HIP 100594,305.97600923,-79.05085237,46.93,-47.35,8.18,A8V,314.68269682,-30.93394636,STAR A8V,122.249388753056
HIP 100595,305.97552836,50.90114545,25.47,60.75,4.04,K0,87.11016582,7.67274171,STAR K0,247.524752475248
HIP 100596,305.97628506,-7.59636448,6.97,7.41,2.21,K2,36.68497893,-23.99312558,STAR K2,452.488687782805
HIP 100597,305.97630821,-66.17887968,-67.94,-11.36,10.85,G0V,329.52908591,-33.9356782,STAR G0V,92.1658986175115
HIP 100598,305.97704986,16.04690516,2.96,-7.59,4.22,B9,58.24596454,-12.10865478,STAR B9,236.96682464455
HIP 100599,305.9776681,0.94577957,3.14,-1.47,-1.28,M6-M7e,44.82680577,-19.99029799,STAR M6e,-781.25
HIP 1006,3.13913761,21.71414164,189.12,-289.73,34.54,,111.07019422,-40.26037503,UNIDENTIFIED,28.9519397799653
HIP 10060,32.37529823,58.78376428,-0.2,-0.21,1.02,O9.5Ia,132.91228176,-2.56707545,STAR O9I,980.392156862745
HIP 100600,305.97927635,38.46636342,-3.51,-5.87,0.7,B0II,76.86704284,0.57471843,STAR B0II,1428.57142857143
HIP 100601,305.99752777,-10.66115316,143.82,-18.68,10.11,K0,33.65700044,-25.34319718,STAR K0,98.9119683481701
HIP 100602,306.00692538,-61.30825859,16.28,-9.3,-1.5,K2p...,335.36752017,-34.60805399,STAR K2,-666.666666666667
HIP 100603,306.01170474,39.5415189,1.75,-2.07,0.89,B8IV,77.76165265,1.17176174,STAR B8IV,1123.59550561798
HIP 100604,306.01378985,-40.83357737,41.71,-50.5,3.72,K2III,0.25155988,-34.25857866,STAR K2III,268.817204301075
HIP 100605,306.01489689,75.25373035,-6.14,17.22,2.26,M8IIIe,108.45295914,20.60262903,STAR M8IIIe,442.477876106195
HIP 100606,306.01581385,40.33975078,6.68,3.7,4.95,G0,78.41704878,1.62772069,STAR G0,202.020202020202
HIP 100607,306.02233823,21.94106941,-0.28,-6.71,1.39,F8,63.26094969,-8.8783674,STAR F8,719.424460431655
HIP 100608,306.02353171,-21.17161271,-4.46,-1.56,2.93,A7III:w,22.73763374,-29.41583282,STAR A7III,341.296928327645
HIP 100609,306.02340472,44.70098492,-13.58,40,6.73,K1III-IV,81.9984767,4.12333637,STAR K1III,148.588410104012
HIP 10061,32.37572214,-41.3873844,87.28,40.31,13.42,G3IV,259.63070657,-68.56442121,STAR G3IV,74.5156482861401
HIP 100610,306.02458643,-27.57467203,21.19,-78.92,8.95,F7/F8V,15.68622161,-31.42708809,STAR F7V,111.731843575419
HIP 100611,306.02623758,-25.23376491,9.38,-4.88,-0.86,K2/K3III,18.29847374,-30.73777984,STAR K2III,-1162.79069767442
HIP 100612,306.02728785,38.49256272,-1.28,-5.32,0.08,B0II,76.91008449,0.55901412,STAR B0II,12500
HIP 100613,306.02781716,-13.3984214,25.33,-79.92,10.84,F6/F7V,30.90109696,-26.50540387,STAR F6V,92.2509225092251
HIP 100614,306.02880714,-64.58997343,14.61,-17.53,2.6,K0III,331.42010668,-34.20293262,STAR K0III,384.615384615385
HIP 100615,306.03608559,61.47955883,12.27,9.98,3.01,G0,96.09796598,13.49760495,STAR G0,332.225913621262
HIP 100616,306.03753329,29.0021056,10.41,41.19,8,A5,69.13297344,-4.89238536,STAR A5,125
HIP 100617,306.03770179,-54.54302196,12.84,-22.37,6.37,A2V,343.5932049,-35.07330361,STAR A2V,156.985871271586
HIP 100618,306.03811965,-0.56735143,39.18,-16.8,2.23,K0,43.44896387,-20.78097729,STAR K0,448.430493273543
HIP 100619,306.03881144,-28.0050487,14.77,-14.88,4.56,F3V,15.20607739,-31.56035469,STAR F3V,219.298245614035
HIP 10062,32.38284959,-9.86883283,11.85,9.08,1.91,G5,173.48789016,-64.76391684,STAR G5,523.560209424084
HIP 100620,306.04473133,29.96685574,23.32,3.92,4.91,F2,69.93101612,-4.34644967,STAR F2,203.665987780041
HIP 100621,306.04498037,-30.48962289,20.59,-21.49,9.82,F0V,12.3874714,-32.22884454,STAR F0V,101.83299389002
HIP 100622,306.04916975,-65.58053053,41.54,-16.25,2.49,K2/K3III,330.23569625,-34.06108741,STAR K2III,401.606425702811
HIP 100623,306.05798287,-14.11390545,-23.35,-20.65,4.51,K0III,30.18134024,-26.8201208,STAR K0III,221.729490022173
HIP 100624,306.05998815,-67.59737564,6.33,-16.44,2.32,A1V,327.84012759,-33.72396121,STAR A1V,431.034482758621
HIP 100625,306.06198738,-39.74283642,5.86,-35.31,12.54,,1.56256135,-34.13496709,UNIDENTIFIED,79.7448165869219
HIP 100626,306.06370244,-39.73931048,35.17,-59.8,2.44,G1V,1.5670146,-34.13573175,STAR G1V,409.83606557377
HIP 100627,306.06304565,-53.03498796,-1.74,18.21,1.67,K1/K2III,345.43575419,-35.11297068,STAR K1III,598.802395209581
HIP 100628,306.06549109,42.30039867,-2.97,-6.65,0.41,B3n,80.04492271,2.72291807,STAR B3,2439.0243902439
HIP 100629,306.06627691,-63.89019174,16.41,-3.61,2.77,A2V,332.25541542,-34.31848434,STAR A2V,361.01083032491
HIP 10063,32.38386576,-16.96287427,84.85,36.2,8.55,F0V,187.58725905,-69.28540358,STAR F0V,116.959064327485
HIP 100630,306.07453953,-27.99899907,28.95,-12.46,4.02,A9V,15.22323973,-31.58895401,STAR A9V,248.756218905473
HIP 100631,306.07525001,37.57545618,6.31,-9.25,3.44,B9V,76.18152936,0.00068114,STAR B9V,290.697674418605
HIP 100632,306.08151951,34.22224206,0.19,-1.88,0.47,A0,73.44080405,-1.93202218,STAR A0,2127.65957446808
HIP 100633,306.08164407,-23.47577369,-9.26,-14.45,14.5,F6V,20.25354818,-30.23316554,STAR F6V,68.9655172413793
HIP 100634,306.08484125,55.81610539,3.97,-0.6,1.62,A0,91.27081703,10.37075109,STAR A0,617.283950617284
HIP 100635,306.08525671,-32.70036208,42.48,26.17,10.02,G2V,9.85398953,-32.79865101,STAR G2V,99.8003992015968
HIP 100636,306.08741745,16.87808216,11.88,-5.37,7.02,A2,59.01567814,-11.74137124,STAR A2,142.450142450142
HIP 100637,306.08857841,-22.04925284,-3.65,4.31,5.86,F2/F3V,21.81169138,-29.7702874,STAR F2V,170.648464163823
HIP 100638,306.09413707,19.57499971,-8.76,-13.18,4.45,A2,61.30836316,-10.25521577,STAR A2,224.719101123595
HIP 100639,306.09624288,13.00985108,0.98,-7.87,2.66,B9,55.69314624,-13.85496509,STAR B9,375.93984962406
HIP 10064,32.38550383,34.98739204,148.78,-39.13,26.24,A5III,140.54756484,-25.19846521,STAR A5III,38.109756097561
HIP 100640,306.10104973,19.57645582,20.88,-4.89,-23.92,F0,61.31327417,-10.25981877,STAR F0,-41.8060200668896
HIP 100641,306.10403766,28.02515298,-0.18,-3.43,1.55,B9,68.36073485,-5.49769005,STAR B9,645.161290322581
HIP 100642,306.10563375,-41.66905642,32.4,-1.22,0.71,K3III,359.26020883,-34.43996795,STAR K3III,1408.45070422535
HIP 100643,306.1074138,24.27760943,16.17,5.76,3.77,G0,65.25701209,-7.62794847,STAR G0,265.25198938992
HIP 100644,306.10831573,38.96502185,2.9,-1.59,0.88,A2,77.33295469,0.77905641,STAR A2,1136.36363636364
HIP 100645,306.11842783,68.36435669,10,24.69,2.52,K5,102.17323454,17.11435098,STAR K5,396.825396825397
HIP 100646,306.12258663,76.65079711,-5.47,-15.62,4.1,A0,109.77637786,21.25419871,STAR A0,243.90243902439
HIP 100647,306.12463944,-33.61401537,15.27,-86.79,8.12,F3/F5V,8.80259162,-33.03715138,STAR F3V,123.152709359606
HIP 100648,306.12492614,15.72721306,3.78,-15.71,4.37,K2,58.05170139,-12.40258359,STAR K2,228.83295194508
HIP 100649,306.12733188,-34.71594014,-39.29,-151.45,10.78,G5V,7.51765415,-33.27607184,STAR G5V,92.7643784786642
HIP 10065,32.38759247,22.00973476,5.65,-7.27,-0.29,K7,145.87917752,-37.35677383,STAR K7,-3448.27586206897
HIP 100650,306.1320018,-17.01082816,7.67,-6.49,1.24,M0III,27.20554578,-28.01180702,STAR M0III,806.451612903226
HIP 100651,306.13481758,53.55190298,8.31,12.62,2.23,B9.5III,89.38121621,9.08275188,STAR B9III,448.430493273543
HIP 100652,306.13595441,45.63371089,1.36,-4.26,1.02,B8,82.8113016,4.59174589,STAR B8,980.392156862745
HIP 100653,306.13752023,-48.31424576,-1.08,-16.26,5.59,G8III,351.20556564,-35.06029483,STAR G8III,178.890876565295
HIP 100654,306.13849198,5.50948086,2.38,-4.36,3.5,B9,49.08463988,-17.83803049,STAR B9,285.714285714286
HIP 100655,306.14070497,34.65161462,0.86,-6.83,1.15,,73.82034571,-1.72504767,UNIDENTIFIED,869.565217391304
HIP 100656,306.14598338,-53.31862798,5.14,-21.99,0.82,K1III,345.08834477,-35.15994493,STAR K1III,1219.51219512195
HIP 100657,306.14717935,48.69279731,4.26,1.49,5.27,B8,85.33959389,6.33077294,STAR B8,189.753320683112
HIP 100658,306.14878957,16.14371682,0.79,-9.93,3.26,K5,58.42125558,-12.19371092,STAR K5,306.748466257669
HIP 100659,306.15003714,-43.14139545,4.02,5.44,0.6,G8III,357.49059608,-34.65054458,STAR G8III,1666.66666666667
HIP 10066,32.39052316,-18.3446601,-11.63,-9.07,2.19,F8,190.9955252,-69.99539486,STAR F8,456.62100456621
HIP 100660,306.15072199,41.5010465,-95.58,-134.58,1.87,Fp,79.42653759,2.21174385,STAR F0,534.75935828877
HIP 100661,306.151598,25.91651296,4.82,-0.02,2.19,K3III,66.64110711,-6.73248385,STAR K3III,456.62100456621
HIP 100662,306.15393427,21.10514877,0.85,-1.4,-0.18,K2,62.62895732,-9.44798805,STAR K2,-5555.55555555556
HIP 100663,306.15457891,-25.83373491,31.78,-22.34,2.06,K2III,17.6731655,-31.02999336,STAR K2III,485.436893203883
HIP 100664,306.15622323,1.06839246,7.93,5.49,3.88,B9V,45.03390798,-20.08543081,STAR B9V,257.731958762887
HIP 100665,306.15623928,-49.89303446,-8.44,0.28,-0.41,M3III,349.27800539,-35.13537945,STAR M3III,-2439.0243902439
HIP 100666,306.15957304,8.59750375,5.59,-7.06,4.5,B9,51.85799764,-16.25484658,STAR B9,222.222222222222
HIP 100667,306.16141439,55.44309651,3.21,-20.54,4.62,A0,90.98030668,10.12727629,STAR A0,216.450216450216
HIP 100668,306.16172878,30.96138633,-2.76,-10.54,0.79,M0,70.80637434,-3.85968898,STAR M0,1265.82278481013
HIP 100669,306.17105972,-4.58429015,0.56,-5.89,4.32,K0,39.70591232,-22.79990218,STAR K0,231.481481481481
HIP 10067,32.39059372,-45.46672168,47.44,-38.94,8.75,F0/F2IV,267.78500078,-65.96541577,STAR F2IV,114.285714285714
HIP 100670,306.17319083,79.09403448,45.53,54.97,7.23,G0,112.09972401,22.40232357,STAR G0,138.312586445367
HIP 100671,306.17365389,-1.54125568,5.31,2.68,3.84,K0,42.60423126,-21.36881745,STAR K0,260.416666666667
HIP 100672,306.17397508,1.36861212,5.66,-20.1,3.77,K5,45.32119043,-19.95281213,STAR K5,265.25198938992
HIP 100673,306.1757869,19.29555132,-5.98,-17.06,3.81,A0,61.11578308,-10.47460911,STAR A0,262.46719160105
HIP 100674,306.17786828,-29.0777111,13.25,-53.82,4.65,K2III,14.03192386,-31.97144718,STAR K2III,215.05376344086
HIP 100675,306.17901083,-24.25554043,22.68,0.57,2.46,A1m...,19.42945472,-30.56594143,STAR A1,406.50406504065
HIP 100676,306.17926221,-6.7826141,-6.27,-1.23,2.9,G5,37.5796919,-23.80969839,STAR G5,344.827586206897
HIP 100677,306.18115283,75.10875204,-0.83,-6.37,1.83,A0,108.3398579,20.49487508,STAR A0,546.448087431694
HIP 100678,306.18163393,27.11614557,-17.52,-27.45,6.72,A3,67.64938218,-6.07227549,STAR A3,148.809523809524
HIP 100679,306.18397448,-71.65912675,45.69,-24.16,4.89,G8III,323.07032316,-32.93612632,STAR G8III,204.498977505112
HIP 10068,32.39464199,64.13073833,0.41,-5.54,-1.15,B5,131.32955484,2.5404534,STAR B5,-869.565217391304
HIP 100680,306.1854233,-8.76943998,-3.77,-0.51,4.41,A3,35.62918878,-24.69576578,STAR A3,226.757369614512
HIP 100681,306.18847317,28.52476014,8.43,-23.52,3.93,F2,68.81541887,-5.27359011,STAR F2,254.452926208651
HIP 100682,306.18898008,25.0525653,88.4,-246.07,7.49,,65.94363239,-7.2504456,UNIDENTIFIED,133.51134846462
HIP 100683,306.18916407,-7.6064055,42.03,31.48,4.36,G5,36.77780761,-24.18662961,STAR G5,229.357798165138
HIP 100684,306.19221972,55.01124228,90.17,55.06,6.36,K0II-III,90.62633178,9.8717639,STAR K0II,157.232704402516
HIP 100685,306.19441721,-19.70997027,43.34,-10.74,19.46,K3V,24.37136285,-29.05570881,STAR K3V,51.3874614594039
HIP 100686,306.19447753,25.17946413,-1.3,-2.68,2.97,A0,66.0518426,-7.18259709,STAR A0,336.700336700337
HIP 100687,306.19788595,14.86963084,-9.23,-34.66,6.31,F0,57.35468928,-12.92978006,STAR F0,158.478605388273
HIP 100688,306.19982121,57.30535486,4.92,-19.92,8.16,K0,92.56802788,11.14390987,STAR K0,122.549019607843
HIP 100689,306.20051591,26.12715559,-9.48,-16.77,5.35,K1III,66.84078301,-6.64897655,STAR K1III,186.915887850467
HIP 10069,32.39508853,-24.34568294,-31.06,-42.03,16.07,F0IV/V,208.30972368,-72.20267994,STAR F0IV,62.2277535780958
HIP 100690,306.20231539,14.86825086,-1.25,-30.97,7.48,A0,57.35589619,-12.93412157,STAR A0,133.689839572193
HIP 100691,306.20330495,40.15360284,5.16,5.42,5,K2III,78.34707292,1.40358408,STAR K2III,200
HIP 100692,306.20456508,-36.99626288,-20.71,-19.73,3.12,K0III,4.84974579,-33.78415983,STAR K0III,320.51282051282
HIP 100693,306.20685754,-59.96469137,24.02,-34.02,3.45,A6V,336.98199514,-34.84054148,STAR A6V,289.855072463768
HIP 100694,306.21172212,18.961658,5.58,-7.51,6.15,A2,60.85259989,-10.68840305,STAR A2,162.60162601626
HIP 100695,306.21250212,-47.31110709,12.41,-14.61,3.34,F6V,352.43257147,-35.05515895,STAR F6V,299.40119760479
HIP 100696,306.21304721,51.28973646,27.75,-10.92,6.99,A2,87.51880615,7.76907776,STAR A2,143.061516452074
HIP 100697,306.22834017,-83.31063455,23.65,7.54,12.95,A2/A3m...,309.99634756,-29.60388282,STAR A2,77.2200772200772
HIP 100698,306.22739145,-6.79566237,-98.28,-201.81,14.25,G5,37.59043013,-23.85825586,STAR G5,70.1754385964912
HIP 100699,306.23498979,-55.93963501,4.51,3.93,5,G8III,341.88224807,-35.13623058,STAR G8III,200
HIP 1007,3.14031225,-88.36287521,13.92,2.64,1.73,B9.5IV,303.24708974,-28.7415255,STAR B9IV,578.034682080925
HIP 10070,32.39641092,23.2189396,-4.18,-12,2.14,G5,145.3274745,-36.2311309,STAR G5,467.289719626168
HIP 100700,306.23556352,7.05944745,-1.07,-11.95,-0.57,M0,50.52914276,-17.12150162,STAR M0,-1754.38596491228
