name,pm_ra,pm_dec,parallax,spect_type,lii,bii,vmag,bv_color,vi_color,vi_color_reduct,_class,dist
HIP 116395,   66.94,   14.80,  26.94,K2V,318.09392698,-53.36238697, 9.43, 0.945,0.99,0.99,STAR K2V,37.1195248700817
HIP 37930,  -61.69,  283.78,  19.56,G5V,273.79680038,-17.42095767, 7.38, 0.758,0.8,0.8,STAR G5V,51.1247443762781
HIP 117702,  178.75, -815.82,  20.70,K1V,315.01714328,-54.29415859, 9.43, 0.794,0.83,0.83,STAR K1V,48.3091787439614
HIP 74273, -184.95,  -11.27,  41.41,G3IV,318.80739902,-2.92132584, 6.29, 0.623,0.66,0.66,STAR G3IV,24.1487563390485
HIP 67013,   22.07,   16.68,  13.13,K1Vp,309.18875387,0.86493157, 7.64, 1.068,1.03,1.03,STAR K1V,76.1614623000762
HIP 77818,  -69.36,  126.09,  19.70,F8/G0V,323.02271828,-5.80696465, 8.17, 0.578,0.65,0.63,STAR F8V,50.761421319797
HIP 43487, -201.88,  156.49,  17.67,F7V,277.9419448,-10.77166178, 7.16, 0.545,0.62,0.62,STAR F7V,56.5930956423316
HIP 18844,  337.78,  109.25,  38.89,G5IV-V,273.70215947,-43.39445511, 6.74, 0.667,0.73,0.73,STAR G5IV,25.7135510413988
HIP 12436,   37.78, -183.33,  24.94,K4V,282.47587084,-51.24281885, 9.44, 1.027,1.07,1.07,STAR K4V,40.0962309542903
HIP 105214,  469.94, -445.89,  32.10,G5V,333.49051717,-40.98745239, 6.60, 0.689,0.73,0.73,STAR G5V,31.1526479750779
HIP 37810,   37.97, -212.67,  15.01,,273.64992318,-17.51974073, 9.89, 0.837,0.88,0.86,UNIDENTIFIED,66.6222518321119
HIP 33690, -161.19,  264.54,  54.33,K0IV-V,271.65576341,-22.59191942, 6.81, 0.786,0.82,0.82,STAR K0IV,18.4060371801951
HIP 114557,  -80.45,  -20.69,  11.61,G8/K0IV/V,321.98688695,-51.97100484, 8.38, 0.881,0.89,0.91,STAR G8IV,86.1326442721792
HIP 63651,   11.76,  -37.54,  11.31,F2V,304.28634108,1.51002992, 7.84, 0.435,0.5,0.5,STAR F2V,88.4173297966401
HIP 47391,  -34.89,   18.60,  14.57,B9V,281.89079391,-6.57288463, 4.51,-0.07,-0.06,-0.06,STAR B9V,68.6341798215511
HIP 78425, -270.44, -210.15,  17.26,G2V,323.7270035,-6.32405067, 7.95, 0.622,0.69,0.69,STAR G2V,57.9374275782155
HIP 39903, -155.04, -297.69,  46.75,F5V,274.97361734,-14.95479146, 4.74, 0.437,0.53,0.53,STAR F5V,21.3903743315508
HIP 77149,  -82.42,  -95.20,  14.85,F3/F5IV/V,322.28533646,-5.1331782, 7.09, 0.401,0.47,0.47,STAR F3IV,67.3400673400673
HIP 23046,  -91.81,  140.92,  13.91,F6Vw...,270.94592417,-37.1456566, 8.36, 0.477,0.55,0.55,STAR F6V,71.8907260963336
HIP 56656, -228.21,    1.73,  14.11,K1III,294.11349474,0.30754971, 5.14, 1.105,1.06,1.06,STAR K1III,70.871722182849
HIP 59396, -115.80,  -18.38,  11.26,F0III,298.10231797,1.21542512, 6.08, 0.398,0.47,0.47,STAR F0III,88.809946714032
HIP 70035, -165.01,  -88.32,  20.69,Am,313.35270724,-0.20289071, 5.22, 0.281,0.28,0.28,STAR A0,48.3325277912035
HIP 17398,   66.11,  133.27,  23.67,,275.05082417,-45.43462528,10.61, 1.230,1.39,1.39,UNIDENTIFIED,42.247570764681
HIP 73091,  -79.00,  -56.23,  13.42,F3V,317.36267771,-1.94297127, 7.71, 0.409,0.48,0.48,STAR F3V,74.5156482861401
HIP 80794,    7.20,  238.97,  14.47,,326.28875012,-8.73479984,10.91,,,0.76,UNIDENTIFIED,69.1085003455425
HIP 115099,  -60.59,   65.66,  30.77,M3,321.03706073,-52.49475764,11.25, 1.633,2.28,2.28,STAR M3,32.499187520312
HIP 36440,   24.52,  -55.19,  10.11,F5IV/V,272.79758756,-19.15840173, 7.68, 0.503,0.58,0.58,STAR F5IV,98.9119683481701
HIP 7114,  -30.18,    5.25,  13.03,F2/F3IV/V,294.47439672,-55.21413832, 7.39, 0.397,0.46,0.46,STAR F2IV,76.7459708365311
HIP 49919, -101.45,   57.94,  10.24,F8V,284.87866643,-4.10465619, 8.12, 0.555,0.63,0.63,STAR F8V,97.65625
HIP 91154,  -19.79, -425.98,  46.38,K3V,334.06618706,-21.74831782, 9.34, 1.152,1.25,1.25,STAR K3V,21.5610176800345
HIP 459,   82.34,  -77.70,  18.57,G5V,312.56483392,-55.03458997, 8.82, 0.666,0.73,0.77,STAR G5V,53.850296176629
HIP 32103,  -97.59,  140.40,  18.67,G5/G6IV/V,270.98805554,-24.61939812, 8.53, 0.755,0.8,0.78,STAR G5IV,53.5618639528656
HIP 108216,  264.12, -180.86,  27.32,K3V,331.20842942,-45.06489099, 9.82, 1.048,1.1,1.1,STAR K3V,36.6032210834553
HIP 46063,  -28.75,   18.59,  11.76,G8/K0V:,280.40968774,-7.77699166, 9.99, 0.861,0.87,0.83,STAR G8V,85.0340136054422
HIP 28648,   48.29,   97.83,  10.14,F7V,270.22768748,-29.31390395, 9.28, 0.543,0.62,0.59,STAR F7V,98.6193293885601
HIP 76713,  -18.61, -248.40,  19.69,K0V,321.85668022,-4.66284743, 9.48, 0.922,0.97,0.97,STAR K0V,50.7872016251905
HIP 97971,   -8.12,    9.36,  10.72,A3V,335.7371121,-31.09005566, 6.21, 0.163,0.18,0.18,STAR A3V,93.2835820895522
HIP 38127,  -31.17,   63.50,  10.40,F2IV,273.67239376,-17.04521234, 7.90, 0.412,0.48,0.48,STAR F2IV,96.1538461538462
HIP 62043, -181.35,  -41.85,  12.69,F6IV,301.92094388,1.70653259, 7.76, 0.444,0.51,0.51,STAR F6IV,78.8022064617809
HIP 23157,  -70.28, -186.18,  16.17,G5V,270.68112044,-37.01129334, 8.75, 0.717,0.77,0.76,STAR G5V,61.8429189857761
HIP 78312,   42.09,  -45.12,  10.22,G1V,323.74662089,-6.07850926, 8.94, 0.657,0.72,0.69,STAR G1V,97.8473581213307
HIP 45120, -113.67,  136.24,  17.21,K5,279.31920588,-8.76292682,10.21, 1.132,1.1,1.55,STAR K5,58.1057524694945
HIP 83944,   19.63,  -14.57,  12.18,Fp,329.4681213,-12.35921195,12.4,,,0.65,STAR F0,82.1018062397373
HIP 7459,  -78.73, -675.86,  11.63,G0,293.48448517,-55.2188414,10.1, 0.524,0.6,0.6,STAR G0,85.9845227858985
HIP 34992, -114.68,   16.91,  16.50,F3V,271.92917751,-20.85849748, 7.17, 0.437,0.51,0.51,STAR F3V,60.6060606060606
HIP 18964,  124.24,  151.92,  14.12,,273.23099632,-43.36972199,10.69, 0.850,0.89,0.86,UNIDENTIFIED,70.8215297450425
HIP 2881,   18.07,   -2.29,  13.15,G5/G6IV/V,306.16212813,-55.98689828, 9.08, 0.705,0.76,0.71,STAR G5IV,76.0456273764259
HIP 7805,   61.60,  -11.11,  15.02,F2IV/V,292.57330942,-55.13359893, 7.62, 0.420,0.49,0.49,STAR F2IV,66.577896138482
HIP 9885,  125.96,  112.27,  18.83,F7/F8V,287.46856551,-53.8117028, 7.51, 0.534,0.61,0.61,STAR F7V,53.1067445565587
HIP 11919,  138.05,   14.88,  19.82,F5V,283.02324447,-52.00478733, 6.73, 0.441,0.51,0.49,STAR F5V,50.4540867810293
HIP 62268,  112.51,  -64.86,  26.17,K1III,302.22747854,1.88264663, 4.69, 1.049,1.03,1.03,STAR K1III,38.2116927779901
HIP 107345,   41.20,  -91.61,  23.66,M1,332.34633996,-44.00032126,11.72, 1.400,1.84,1.84,STAR M1,42.2654268808115
HIP 82930,    4.82,   46.72,  25.67,K2IV/V,328.65983723,-11.04290126, 8.34, 0.904,0.91,0.95,STAR K2IV,38.9559797428905
HIP 85131,   11.68, -135.76,  10.06,F7V,330.5730113,-13.73798264, 8.74, 0.560,0.63,0.54,STAR F7V,99.403578528827
HIP 86378,  -17.07,  -92.04,  10.29,A3m...,331.53463879,-15.32720296, 7.12, 0.302,0.35,0.35,STAR A3,97.1817298347911
HIP 108567,   -9.88,  -94.62,  43.04,K7,331.20368459,-45.63552503, 9.53, 1.202,1.16,1.68,STAR K7,23.2342007434944
HIP 72673,   54.43,  113.14,  20.94,F8V,317.00541649,-1.38393603, 7.16, 0.452,0.52,0.51,STAR F8V,47.7554918815664
HIP 81836,    5.54,  -20.13,  10.44,F0/F2V,327.60996012,-9.70434606, 8.05, 0.403,0.47,0.47,STAR F2V,95.7854406130268
HIP 97591,   -8.57,   13.08,  10.12,F6IV,336.01288669,-30.53940825, 8.01, 0.509,0.58,0.58,STAR F6IV,98.8142292490119
HIP 46151,  136.84, -149.57,  14.09,K0,280.31417038,-7.48893462, 9.11, 0.739,0.79,0.79,STAR K0,70.97232079489
HIP 1582,  141.02,    5.48,  16.31,G0IV/V,309.76366894,-55.7946049, 7.97, 0.552,0.62,0.62,STAR G0IV,61.3120784794605
HIP 17535,  172.33,  163.09,  23.03,,274.46733586,-45.44330112,10.88, 1.130,1.22,1.22,UNIDENTIFIED,43.4216239687364
HIP 18352,   50.08,   15.20,  11.34,F6/F7V,273.6521083,-44.35660712, 7.62, 0.536,0.61,0.61,STAR F6V,88.1834215167548
HIP 81037,   49.89,   55.63,  13.02,F8/G0V,326.82471441,-8.78192044, 8.24, 0.538,0.63,0.63,STAR F8V,76.8049155145929
HIP 56519, -183.11,  -20.29,  18.29,F2IV,293.79556717,0.61826324, 6.57, 0.363,0.42,0.42,STAR F2IV,54.6746856205577
HIP 62871,  -60.38,  -74.34,  13.63,G0V,303.14006408,1.98954038, 8.76, 0.576,0.65,0.65,STAR G0V,73.3675715333822
HIP 114175,   22.09,    0.68,  11.25,F3V,323.21087702,-51.9570258, 8.51, 0.427,0.49,0.52,STAR F3V,88.8888888888889
HIP 12785,  210.76,   62.31,  10.36,,281.33917241,-51.26751785,11.77,,,0.75,UNIDENTIFIED,96.5250965250965
HIP 8983,   14.17,   66.77,  21.50,F0IV/V,289.48042475,-54.55494769, 6.07, 0.356,0.42,0.41,STAR F0IV,46.5116279069767
HIP 4772,   73.14,   98.11,  22.23,G1/G2V,300.76901303,-56.22636275, 6.91, 0.650,0.71,0.71,STAR G1V,44.9842555105713
HIP 33468,    9.46,   29.27,  12.72,G0V,271.0596726,-22.76098397, 8.38, 0.605,0.67,0.66,STAR G0V,78.6163522012579
HIP 71681,-3600.35,  952.11, 742.12,K1V,315.73732398,-0.687045, 1.35, 0.900,0.88,0.88,STAR K1V,1.34749097181049
HIP 71683,-3678.19,  481.84, 742.12,G2V,315.74187416,-0.68433035,-0.01, 0.710,0.69,0.69,STAR G2V,1.34749097181049
HIP 69982, -165.75,  -31.36,  24.66,G8IV,313.42635134,0.24495322, 8.31, 0.793,0.82,0.81,STAR G8IV,40.551500405515
HIP 30550,  113.02, -246.36,  16.66,,270.10479981,-26.57683992,11.31,,,0.75,UNIDENTIFIED,60.0240096038415
HIP 90089,   -6.05,  -18.74,  11.35,A7III,334.02604484,-20.1304148, 6.80, 0.245,0.27,0.26,STAR A7III,88.1057268722467
HIP 115948,   -1.94,    8.44,  16.61,F5/F6V,319.69797552,-53.63021054, 8.01, 0.498,0.57,0.57,STAR F5V,60.2046959662854
HIP 83990,   71.14,  589.82,  73.07,K0V,329.8177696,-12.22163436, 7.38, 0.889,0.98,0.98,STAR K0V,13.6855070480361
HIP 107860,   95.35,  -29.66,  12.48,G6V,332.1572157,-44.83604822, 9.16, 0.706,0.76,0.82,STAR G6V,80.1282051282051
HIP 33392,    1.72, -224.11,  19.84,K,270.86216188,-22.80168834,10.05, 0.964,1.01,1.01,STAR K0,50.4032258064516
HIP 85727,  -53.65,  -99.37,  17.42,B8V,331.27027129,-14.35566553, 3.60,-0.104,-0.1,-0.1,STAR B8V,57.4052812858783
HIP 113530,   65.25,   20.07,  12.39,F3V,324.57292033,-51.49157005, 8.09, 0.441,0.51,0.51,STAR F3V,80.7102502017756
HIP 87154,  -21.53,  -26.82,  18.11,G6V,332.34122934,-16.20075239, 8.35, 0.711,0.77,0.78,STAR G6V,55.2181115405853
HIP 75308,  -81.96,  -27.74,  24.00,F7V,320.4909076,-3.06707142, 5.65, 0.489,0.56,0.54,STAR F7V,41.6666666666667
HIP 43783,  -28.18,   42.24,  10.45,B8III,277.64824426,-9.98343127, 3.84,-0.104,-0.08,-0.08,STAR B8III,95.6937799043062
HIP 101806, -190.97,  -64.27,  21.31,G3V,335.91907908,-36.36007079, 7.50, 0.667,0.73,0.73,STAR G3V,46.9263256687001
HIP 45525,  107.22,  -83.39,  14.01,G8V,279.39670797,-7.96921386, 9.69, 0.874,0.88,0.8,STAR G8V,71.3775874375446
HIP 22229,   50.40,  132.16,  15.34,F8V,270.44022401,-38.54977307, 7.72, 0.581,0.65,0.65,STAR F8V,65.1890482398957
HIP 101612,   70.15, -185.58,  36.27,F1III,336.03582267,-36.09058299, 4.75, 0.291,0.34,0.34,STAR F1III,27.5709953129308
HIP 16523,  118.85,   56.24,  13.73,F8IV-V,275.18704573,-46.93015177, 7.56, 0.506,0.58,0.58,STAR F8IV,72.8332119446468
HIP 114428,   50.36,  -23.85,  10.79,A7III,323.04409351,-52.44059469, 6.72, 0.214,0.24,0.24,STAR A7III,92.678405931418
HIP 66676,  -28.20,   51.93,  17.09,G0V,308.8840139,1.75110398, 8.34, 0.588,0.66,0.66,STAR G0V,58.5137507314219
HIP 101983,  312.88, -568.99,  41.33,F8V,335.97348436,-36.63706956, 5.11, 0.544,0.64,0.64,STAR F8V,24.1954996370675
HIP 104445,   59.63,  -37.68,  11.85,G0V,334.98048645,-40.16776435, 8.93, 0.634,0.7,0.7,STAR G0V,84.3881856540084
HIP 115123,  -95.04,  -42.68,  51.97,K7V,321.68569202,-53.11541303, 8.93, 1.154,1.25,1.25,STAR K7V,19.2418703097941
HIP 53394,  -36.09,   84.30,  10.66,K0III,289.10968153,-0.80074726, 5.93, 1.065,1.1,1.1,STAR K0III,93.8086303939962
HIP 7599,  -14.92,    6.17,  25.39,G1V,292.80530948,-55.69398268, 7.33, 0.629,0.7,0.68,STAR G1V,39.3855848759354
HIP 84263,    0.05,    1.07,  11.90,F7V,330.23869834,-12.43607547, 8.50, 0.551,0.62,0.62,STAR F7V,84.0336134453782
HIP 110442,  -88.74, -169.05,  15.03,G5V,329.51644563,-48.19900252, 9.01, 0.727,0.78,0.73,STAR G5V,66.5335994677312
HIP 28452,   11.11,  -80.27,  21.97,K0V,269.4044068,-29.57460604, 9.25, 0.817,0.84,0.88,STAR K0V,45.5166135639508
HIP 78045,  -36.48,  -70.88,  15.15,A3V,323.84492163,-5.34250657, 5.76, 0.087,0.1,0.07,STAR A3V,66.006600660066
HIP 79315, -221.35,   -1.13,  18.66,,325.25306369,-6.56927623,10.29, 0.970,1.02,1.02,UNIDENTIFIED,53.5905680600214
HIP 67367,   24.28,   38.59,  16.98,K1/K2V,309.90563708,1.6330292, 9.84, 0.905,0.91,0.83,STAR K1V,58.8928150765607
HIP 59455,  165.39,  140.49,  16.82,,298.04924938,2.03327328, 9.82, 0.708,0.76,0.76,UNIDENTIFIED,59.4530321046373
HIP 57230,  -97.53,   27.64,  11.05,F6V,294.71603479,1.33304925, 8.41, 0.540,0.61,0.58,STAR F6V,90.4977375565611
HIP 84642,  -55.14,  -92.11,  18.28,G8/K0V,330.61484345,-12.89341097, 9.51, 0.754,0.8,0.83,STAR G8V,54.7045951859956
HIP 81657,   58.29,  -72.99,  32.50,F2III-IV,327.81133634,-9.1970438, 6.17, 0.488,0.56,0.56,STAR F2III,30.7692307692308
HIP 114638,  -28.19,  -33.41,  12.12,G5V,322.69832504,-52.75583303, 8.90, 0.727,0.78,0.78,STAR G5V,82.5082508250825
HIP 106704,  154.71,    1.83,  27.94,K5V,333.55845204,-43.37054228,10.09, 1.379,1.62,1.35,STAR K5V,35.7909806728704
HIP 108912,  105.70,    2.45,  23.29,G3V,331.45060485,-46.32570549, 7.87, 0.617,0.69,0.69,STAR G3V,42.93688278231
HIP 91644,  -44.09, -120.60,  27.51,M0,335.09575401,-22.16197428,11.24, 1.420,1.73,1.73,STAR M0,36.3504180298073
HIP 25544, -148.89,  -92.83,  51.10,G5V,269.31305481,-33.6147015, 6.99, 0.755,0.79,0.79,STAR G5V,19.5694716242661
HIP 60260, -171.06,   91.82,  14.30,K3/K4III,299.22351657,2.25365374, 3.59, 1.389,1.39,1.39,STAR K3III,69.9300699300699
HIP 115802,  214.25,  -33.34,  13.88,G8,320.3386135,-53.80617664, 9.73, 0.809,0.84,0.84,STAR G8,72.0461095100865
HIP 74438,   -6.98,  -27.74,  10.70,F5V,319.544682,-2.16267246, 7.55, 0.475,0.55,0.55,STAR F5V,93.4579439252336
HIP 87447,   16.96,  -67.72,  11.30,F0/F2IV,332.80274504,-16.48935277, 7.46, 0.338,0.39,0.34,STAR F2IV,88.4955752212389
HIP 77463,  -11.62,   63.95,  15.22,F5V,323.23295189,-4.69360506, 6.65, 0.423,0.49,0.47,STAR F5V,65.7030223390276
HIP 18069,   -9.71,  -29.24,  13.01,F8V,273.24964163,-45.00517077, 7.88, 0.569,0.64,0.63,STAR F8V,76.8639508070715
HIP 117878,  131.62,  -20.33,  10.59,G3V,315.27709574,-55.39597161, 8.94, 0.628,0.7,0.7,STAR G3V,94.4287063267233
HIP 8957,  -45.78,  -40.39,  18.23,F2V,289.16027137,-55.07465735, 6.43, 0.409,0.48,0.47,STAR F2V,54.8546352166758
HIP 11258,  -71.08, -131.04,  20.40,F2III,283.78793149,-53.20418295, 5.36, 0.395,0.46,0.45,STAR F2III,49.0196078431373
HIP 64184,  -40.01,  -19.19,  12.04,F3V,305.14060138,2.48695088, 8.20, 0.445,0.51,0.51,STAR F3V,83.0564784053156
HIP 38908,  518.38,  118.86,  61.76,G2V...,273.38394913,-15.67945177, 5.59, 0.573,0.65,0.65,STAR G2V,16.1917098445596
HIP 116710,    7.85,  -78.97,  16.80,G5/G6V,318.32478236,-54.6153139, 9.61, 0.685,0.74,0.77,STAR G5V,59.5238095238095
HIP 38160,  -37.41,  140.08,  28.62,F1V,272.86887295,-16.61704131, 5.78, 0.428,0.5,0.47,STAR F1V,34.9406009783368
HIP 45908, -838.48,  181.94,  95.37,M0V,279.58923788,-7.30318519, 9.49, 1.472,1.96,1.96,STAR M0V,10.4854776135053
HIP 102525,  105.37,  -70.21,  12.90,F8V,336.12605601,-37.48221619, 8.18, 0.486,0.56,0.56,STAR F8V,77.5193798449612
HIP 30463,  -30.78,   29.99,  11.37,A0V,269.51843894,-26.63218937, 5.78,-0.001,0.02,0.01,STAR A0V,87.9507475813545
HIP 94235,   13.30,  -98.88,  17.49,G0V,336.18158771,-25.69156672, 8.31, 0.622,0.69,0.65,STAR G0V,57.1755288736421
HIP 114756,   48.86,  -34.40,  17.86,K7,322.65936417,-52.99989562,11.5, 1.250,1.34,1.34,STAR K7,55.9910414333707
HIP 66693,   59.23, -146.77,  15.84,G6/G8V,308.95725879,2.03311551, 9.14, 0.699,0.76,0.73,STAR G6V,63.1313131313131
HIP 3352,  263.68,  -51.74,  13.73,K5III,304.91374796,-56.83191006, 5.99, 1.318,1.25,1.25,STAR K5III,72.8332119446468
HIP 110130,  -71.48,  -38.15,  16.42,K3III,330.22135161,-47.96329928, 2.87, 1.390,1.37,1.37,STAR K3III,60.9013398294762
HIP 13348,  134.35,   76.07,  15.53,G6V,279.61481738,-51.07657019, 9.29, 0.774,0.81,0.83,STAR G6V,64.3915003219575
HIP 32775,    4.80,  107.92,  30.16,F7III-IV,270.17600183,-23.49197975, 6.11, 0.457,0.53,0.53,STAR F7III,33.1564986737401
HIP 84301,  -11.67, -119.95,  13.08,K3V,330.50921756,-12.34988408,10.01,,,0.73,STAR K3V,76.4525993883792
HIP 5712,  147.30,    9.79,  11.31,K0III,297.95704489,-56.6728874, 9.42, 0.843,0.88,0.86,STAR K0III,88.4173297966401
HIP 9044,  446.69,  190.22,  50.76,K5V,288.86061617,-55.08710149, 8.61, 1.143,1.24,1.24,STAR K5V,19.7005516154452
HIP 64446, -141.48,  -37.86,  11.64,G1IV/V,305.55423315,2.54118767, 8.87, 0.586,0.66,0.67,STAR G1IV,85.9106529209622
HIP 30314,  -11.22,   64.17,  42.56,G1V,269.4139426,-26.83341787, 6.53, 0.614,0.66,0.66,STAR G1V,23.4962406015038
HIP 78169, -113.96, -102.35,  28.93,G1V,324.17827462,-5.25388901, 7.33, 0.621,0.69,0.69,STAR G1V,34.5661942620118
HIP 64441,  203.43, -158.29,  33.89,,305.5471842,2.57104143, 9.52, 1.040,1.09,1.09,UNIDENTIFIED,29.5072292711714
HIP 9036,  -49.89, -112.03,  11.62,K0IV,288.86360376,-55.12642776, 8.70, 0.874,0.88,0.89,STAR K0IV,86.0585197934596
HIP 77990,  -47.33,  -71.19,  19.09,Amvar,323.98886906,-5.06473744, 5.78, 0.355,0.42,0.42,STAR A0,52.3834468308015
HIP 57796,   65.94,   27.55,  11.12,F8V,295.48902457,1.82000663, 7.69, 0.578,0.65,0.65,STAR F8V,89.9280575539568
HIP 50808,  344.17, -412.93,  49.88,M,285.39160571,-2.48194503,10.52, 1.440,1.77,1.77,STAR M0,20.0481154771451
HIP 14587,  210.54,  132.45,  46.54,K5V,277.35400649,-49.60167919, 9.27, 1.207,1.35,1.35,STAR K5V,21.4868929952729
HIP 89285,    3.47,   20.73,  17.41,F3V,334.16145992,-18.76893637, 7.08, 0.430,0.5,0.5,STAR F3V,57.4382538770821
HIP 63205, -175.53,  -32.03,  19.35,F8V,303.62305214,2.72138472, 7.70, 0.554,0.63,0.63,STAR F8V,51.6795865633075
HIP 79569,  -71.19,  -94.53,  13.42,F6V,325.74151644,-6.58277737, 8.16, 0.513,0.59,0.59,STAR F6V,74.5156482861401
HIP 70758,  -25.49,  -17.26,  10.40,G3IV,314.71352455,0.50946037, 8.87, 0.620,0.69,0.69,STAR G3IV,96.1538461538462
HIP 73036, -125.69, -112.25,  18.87,K1III,317.81954508,-0.88042797, 5.18, 1.161,1.12,1.12,STAR K1III,52.9941706412295
HIP 26144,   24.94,   31.11,  12.48,F6V,268.8939454,-32.78992024, 8.38, 0.521,0.59,0.59,STAR F6V,80.1282051282051
HIP 4934, -119.10,  -93.79,  12.44,F5V,300.21980147,-56.9684795, 6.81, 0.480,0.58,0.58,STAR F5V,80.3858520900322
HIP 65146, -148.24,  -72.02,  14.90,G8/K0IV/V,306.61121418,2.57313357, 9.65, 0.747,0.79,0.79,STAR G8IV,67.1140939597315
HIP 17054,   75.20,  143.61,  11.22,G2V,273.94346699,-46.48350808, 8.58, 0.690,0.75,0.8,STAR G2V,89.126559714795
HIP 117486,    7.38,   93.48,  10.45,G8IV,316.52312551,-55.38693963, 7.89, 0.823,0.85,0.85,STAR G8IV,95.6937799043062
HIP 115211, -317.42, -128.94,  38.28,M2,321.95382928,-53.56107512,11.03, 1.450,1.81,1.81,STAR M2,26.123301985371
HIP 12772,  357.45,   -2.24,  10.38,sdG8,280.48418908,-51.87801723, 9.84, 0.580,0.65,0.65,STAR G8VI,96.3391136801542
HIP 90162, -106.35, -185.92,  24.52,K2V,334.76733459,-19.99278969, 9.25, 0.932,0.98,0.98,STAR K2V,40.7830342577488
HIP 33780,   25.56,  201.60,  12.16,G3,270.32776586,-22.13137655,10.06, 0.783,0.83,0.82,STAR G3,82.2368421052632
HIP 27887,  -51.76,  -60.44,  77.95,K3V,268.81409394,-30.34027649, 7.17, 0.935,0.98,0.93,STAR K3V,12.8287363694676
HIP 67781,  -28.97,  -16.86,  11.95,F,310.57766038,1.93176826, 9.70, 0.680,0.74,0.74,STAR F0,83.6820083682008
HIP 67783,  -47.29,  -89.45,  17.24,,310.5813894,1.93296899, 9.97, 0.620,0.69,0.74,UNIDENTIFIED,58.0046403712297
HIP 104269,  -49.17,  -16.34,  12.86,G5IV,335.74106168,-40.06961149, 6.77, 0.642,0.71,0.71,STAR G5IV,77.7604976671851
HIP 58699,  -77.22,    9.37,  10.80,G2V,296.82401867,2.30040522, 8.74, 0.649,0.71,0.7,STAR G2V,92.5925925925926
HIP 24320,   17.91,  145.25,  17.45,G5V,268.98240653,-35.44958232, 8.59, 0.691,0.75,0.83,STAR G5V,57.3065902578797
HIP 74075, -193.50, -177.72,  18.55,G6,319.28535558,-1.49996464, 8.78, 0.653,0.72,0.72,STAR G6,53.9083557951482
HIP 1399,  113.20,  -40.25,  22.54,M1,310.65710087,-56.66533726,11.3, 1.400,1.67,2.61,STAR M1,44.3655723158829
HIP 103324,  512.30, -314.04,  35.56,M2,336.24660098,-38.694014,11.47, 1.460,1.85,1.85,STAR M2,28.1214848143982
HIP 44240,   -3.18,   77.11,  11.10,F8V,277.53830687,-9.00304556, 8.90, 0.562,0.64,0.65,STAR F8V,90.0900900900901
HIP 13399,   14.57, -144.14,  10.51,G8V,279.15310344,-51.2436365, 8.29, 0.740,0.79,0.92,STAR G8V,95.1474785918173
HIP 51408,   16.91,  -13.03,  10.13,F5V,286.06390289,-1.76849406, 8.55, 0.475,0.55,0.51,STAR F5V,98.7166831194472
HIP 27134,  -21.50,  120.82,  20.19,G5,268.66408026,-31.44405348, 9.28, 0.849,0.86,0.85,STAR G5,49.5294700346706
HIP 76716, -121.90, -215.20,  32.34,F6V,322.62624739,-3.64481966, 5.95, 0.505,0.58,0.57,STAR F6V,30.9214594928881
HIP 50287,  -39.12,   10.59,  12.07,A5V,284.57859653,-2.6893251, 6.22, 0.194,0.21,0.19,STAR A5V,82.8500414250207
HIP 11693,  201.25,   20.38,  14.27,G2V,282.39113115,-53.08659078, 8.47, 0.584,0.66,0.66,STAR G2V,70.0770847932726
HIP 83562,    6.55,  -27.48,  13.34,G5V,330.12302711,-11.17398642, 9.15, 0.667,0.73,0.71,STAR G5V,74.9625187406297
HIP 88510,  -20.41, -172.41,  13.90,G3/G5V,333.97460531,-17.66391902, 8.21, 0.654,0.72,0.73,STAR G3V,71.9424460431655
HIP 111553, -108.27,  -85.39,  20.98,G1V,328.70200568,-49.93627761, 7.95, 0.614,0.68,0.68,STAR G1V,47.6644423260248
HIP 66557,   -6.21,  -65.08,  10.09,G3V,308.83047199,2.48822185, 8.55, 0.689,0.75,0.73,STAR G3V,99.1080277502478
HIP 64478,    8.23, -107.89,  25.12,G0V,305.63374002,2.94262034, 6.18, 0.592,0.64,0.64,STAR G0V,39.8089171974522
HIP 2761,  -47.63,  -55.20,  10.45,G8IV/V,306.6891559,-57.19403506, 9.57, 0.822,0.84,0.81,STAR G8IV,95.6937799043062
HIP 105125,   56.95,  -52.56,  11.99,K7,335.47886744,-41.35548017,11.17, 1.180,1.33,1.33,STAR K7,83.4028356964137
HIP 37918,  -66.83,  149.66,  27.59,K0IV/V,272.25951692,-16.74734049, 8.19, 0.782,0.82,0.77,STAR K0IV,36.2450163102573
HIP 73458,   25.76,  -41.06,  10.24,F5V,318.53280749,-0.91570755, 7.32, 0.496,0.57,0.57,STAR F5V,97.65625
HIP 21286,   43.71,  102.83,  17.25,G8V,269.95572117,-40.28998469, 9.14, 0.724,0.78,0.87,STAR G8V,57.9710144927536
HIP 37923,  -47.58,  148.31,  36.55,K0IV/V,272.25720472,-16.74132312, 8.27, 0.787,0.82,0.86,STAR K0IV,27.359781121751
HIP 29311,    5.94,  112.95,  10.25,F3V,268.73958337,-28.22923742, 8.03, 0.451,0.52,0.52,STAR F3V,97.5609756097561
HIP 114880,  -96.29,  -14.07,  15.90,F6V,322.90954289,-53.4958003, 7.88, 0.513,0.59,0.59,STAR F6V,62.8930817610063
HIP 4895,  125.46,  107.41,  12.67,,300.2747432,-57.28940285,10.31, 0.739,0.79,0.79,UNIDENTIFIED,78.9265982636148
