name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,dist
HIP 26274,83.9219542,-7.37431526,  117.93,  113.49,  16.85,G5,210.94586945,-20.18002857,59.3471810089021
HIP 57959,178.31745565,-7.37311375, -171.27, -512.35,  48.63,M4,278.64881583,52.73434125,20.5634382068682
HIP 46488,142.22259268,-7.36932122, -165.77, -711.79,  58.17,M5,240.53865362,30.08675172,17.1909919202338
HIP 24472,78.78286215,-7.34575425,  262.63, -431.62,  41.94,M:,208.46716252,-24.73350952,23.8435860753457
HIP 91332,279.42734957,-7.33651722,  106.96,  -76.37,  17.35,G0,24.84210785,-0.30846264,57.6368876080692
HIP 60690,186.57957686,-7.33009677,   28.01,    6.91,  12.51,F8,292.02631741,55.00887641,79.9360511590727
HIP 70588,216.58750191,-7.3275122,  -10.82,  -21.65,  11.62,F8,340.04125417,48.58546933,86.0585197934596
HIP 85408,261.80007814,-7.31660221, -140.24, -130.57,  16.10,G0,16.33631788,15.01844712,62.111801242236
HIP 110187,334.78179118,-7.31325129,  231.73, -139.85,  11.78,G0,54.57522439,-48.84407649,84.8896434634975
HIP 68116,209.18823945,-7.31100879,   70.18, -286.24,  25.76,K2V,329.93232038,52.10332546,38.8198757763975
HIP 76772,235.12509808,-7.30115422,   32.60,    2.63,  16.27,G0,359.05980959,36.53640869,61.4628149969269
HIP 89216,273.10015584,-7.29685659,  -23.69,  -50.90,  12.07,G0,21.94945848,5.26287809,82.8500414250207
HIP 99764,303.61743702,-7.28132198,   10.64, -268.66,  49.03,K7V,35.86403661,-21.75747627,20.3956761166633
HIP 59743,183.77797345,-7.25719352, -248.62,  -54.83,  27.50,G5...,287.286775,54.50736802,36.3636363636364
HIP 44701,136.63368237,-7.25455445,    0.49,  -15.12,  10.41,G0,236.74147088,25.6722201,96.0614793467819
HIP 3203,10.19784263,-7.23238377,    0.64,  -91.59,  38.65,G0...,115.21168476,-69.94438418,25.8732212160414
HIP 1573,4.90192752,-7.2236756,   24.21, -142.03,  21.59,F5,100.70543568,-68.71072036,46.3177396943029
HIP 49350,151.11127719,-7.21787576,  136.26, -209.35,  31.44,G5,247.15525206,36.97366243,31.8066157760814
HIP 26563,84.72121589,-7.21270844,  -15.00,  -49.55,  21.24,A4V,211.16468429,-19.39756543,47.0809792843691
HIP 40221,123.216381,-7.20439595,  149.95,  -97.09,  11.01,K0,229.06093991,14.47564862,90.8265213442325
HIP 84397,258.82184902,-7.20167034,   -6.27,  -53.99,  14.90,F8,14.84940163,17.60791965,67.1140939597315
HIP 1134,3.54247339,-7.19896207,  102.84,  -66.51,  21.66,F5,97.30867218,-68.1968752,46.1680517082179
HIP 62632,192.50709333,-7.19713385,   60.36, -141.21,  10.48,G5,302.31194013,55.67291809,95.4198473282443
HIP 1350,4.2241068,-7.19198605,  125.44,   -1.96,  15.06,G0,99.01225682,-68.4446149,66.4010624169987
HIP 5443,17.41214932,-7.17945503, -235.46, -351.60,  26.61,M0,135.98234399,-69.58846878,37.5798571965427
HIP 103250,313.76405287,-7.17823264,  -12.33, -183.73,  18.74,G0,41.03156977,-30.69726613,53.3617929562433
HIP 41274,126.3089612,-7.17021314, -117.76,   -9.56,  20.20,G5,230.66776937,17.126224,49.5049504950495
HIP 71600,219.64871413,-7.16267425,  -27.11,  -66.75,  10.89,G5,343.90984315,47.00481619,91.8273645546373
HIP 114952,349.24610585,-7.16088877,  128.14,   45.10,  26.37,F0,70.30807585,-59.99126556,37.9218809252939
HIP 69195,212.48735072,-7.15997714,  -97.64,  -43.41,  10.93,G0,334.75459239,50.79631356,91.4913083257091
HIP 68661,210.81819842,-7.13973024, -170.41,  -20.95,  12.15,F5,332.4195745,51.5718442,82.3045267489712
HIP 44804,136.96866394,-7.13886903,   80.00,  -67.02,  15.76,G0,236.84717825,26.01101747,63.4517766497462
HIP 72333,221.87013272,-7.12081982, -295.75, -226.04,  13.44,K3,346.49359144,45.70822396,74.4047619047619
HIP 45184,138.10856189,-7.10987965,  -19.81,   21.56,  12.10,A3m,237.54819525,26.95257272,82.6446280991736
HIP 84866,260.17945535,-7.10661444,   21.65,  -44.34,  14.49,G5,15.66600411,16.50605692,69.0131124913734
HIP 85064,260.76837387,-7.10445549,   38.05,  -44.46,  15.21,G0,15.98143068,16.00623073,65.7462195923734
HIP 118146,359.47920649,-7.09261536,  280.03,  -23.57,  21.19,K0,88.12460631,-66.27774369,47.192071731949
HIP 112774,342.58119552,-7.09035755, -103.03,  103.08,  71.43,K5,62.24364538,-54.98365946,13.9997200055999
HIP 114370,347.45400676,-7.09011846,   25.44,   12.37,  11.14,G0,68.00225033,-58.65560199,89.7666068222621
HIP 109951,334.02717218,-7.08988402,   73.71, -347.35,  15.04,G5,54.23478022,-48.09611409,66.4893617021277
HIP 976,3.02287137,-7.08866665,   52.48,  -22.16,  10.57,F5,96.15925363,-67.8914291,94.6073793755913
HIP 104897,318.72710204,-7.08746216,   -2.82,  -16.94,  10.61,F8,43.8631518,-35.01100015,94.2507068803016
HIP 90238,276.17520437,-7.07587257,  134.90,  -26.17,  11.62,K0,23.58103533,2.67291787,86.0585197934596
HIP 91751,280.65050619,-7.07363239,   -6.83,   -8.97,  13.43,K0.5III,25.63159084,-1.26686306,74.4601638123604
HIP 24037,77.50880111,-7.07117285,  -58.49, -241.45,  21.80,G0,207.56909283,-25.7400775,45.8715596330275
HIP 69700,214.00169489,-7.06186818,  106.99,  -21.03,  16.16,K0,336.89187786,50.15004296,61.8811881188119
HIP 75426,231.14827807,-7.05485861,  -91.55,  -20.30,  23.78,K3V,355.86585688,39.5875828,42.0521446593776
HIP 59559,183.21640586,-7.03844043, -191.10,  -33.36,  24.69,,286.26248226,54.58012154,40.5022276225192
HIP 7276,23.42805448,-7.02514279,  176.82,  -81.49,  33.71,G2IV,151.37710296,-67.53172428,29.6647878967665
HIP 115309,350.31102423,-7.02308813,  -16.54,   -5.58,  11.44,F0,72.01862013,-60.63798865,87.4125874125874
HIP 52682,161.58035161,-7.02086115, -236.21,  -19.97,  21.29,,256.8128056,44.36188705,46.9704086425552
HIP 97216,296.36809925,-7.01939191,   53.08,  -63.19,  12.70,F8,32.75110004,-15.19228203,78.740157480315
HIP 105947,321.84686396,-7.01559639,   12.65,  -91.93,  17.11,F8,45.78548919,-37.69345811,58.4453535943892
HIP 73846,226.37936306,-7.01356805, -225.19,   -5.44,  22.04,G0,351.3695173,42.90214511,45.3720508166969
HIP 18840,60.59393684,-7.00514226,   -1.62,   20.89,  10.51,G0,198.00200439,-40.52049127,95.1474785918173
HIP 14161,45.64537027,-7.00480345,  -46.51,  -18.12,  17.55,K2,186.09306034,-52.9620425,56.980056980057
HIP 60995,187.52087155,-6.9925332,  -95.39,  -73.67,  10.70,F8,293.55071395,55.48977078,93.4579439252336
HIP 22151,71.49874137,-6.98802504,  -20.50,  -93.79,  14.60,G0,204.39255137,-31.01128888,68.4931506849315
HIP 111873,339.90661222,-6.98000879,  198.04,  -38.32,  12.05,G5,59.63905679,-52.81450482,82.9875518672199
HIP 95363,291.01392655,-6.97730576,   12.99,   12.96,  12.37,F0,30.37288736,-10.41018261,80.8407437348424
HIP 58289,179.31506858,-6.97723319,   58.63,  142.65,  26.05,K8,279.9499005,53.45969366,38.3877159309021
HIP 69485,213.37970418,-6.95931422,  111.33,  136.90,  51.06,M0,336.13151986,50.545276,19.5848021934978
HIP 52186,159.92077456,-6.92349597, -715.86, -107.83,  59.46,M,254.99989092,43.35465396,16.8180289270098
HIP 40419,123.78223821,-6.91851209,  -11.94, -161.74,  29.39,G5,229.10124293,15.10458881,34.0251786321878
HIP 6564,21.08535375,-6.91466853,   31.05,    5.12,  22.33,F4V,145.55303654,-68.32926321,44.7828034034931
HIP 79545,243.47455623,-6.90849123,   56.75,  -51.81,  14.60,G0,5.73476808,30.38274145,68.4931506849315
HIP 90976,278.36564501,-6.89965687, -149.00, -652.29,  19.55,K4:,24.74526489,0.82792247,51.150895140665
HIP 36827,113.6092288,-6.89657277,  -83.68,  -43.15,  40.32,K2V,224.02894605,6.31795891,24.8015873015873
HIP 107307,326.00946513,-6.89454117,   25.78, -193.67,  10.39,,48.57119988,-41.22426651,96.2463907603465
HIP 72120,221.29477231,-6.89363969,  -13.18,    2.41,  10.24,G0,346.04709196,46.23872561,97.65625
HIP 51950,159.1927495,-6.89251429,  -37.25,  -30.00,  10.07,F8,254.23591842,42.89378545,99.304865938431
HIP 103154,313.49321699,-6.88940714,   26.15,  -22.32,  14.18,F1IV,41.18544472,-30.32565057,70.5218617771509
HIP 73717,226.02946396,-6.88733463, -212.49,  -10.78,  28.63,G5,351.13212185,43.22847603,34.9283967865875
HIP 9339,29.98111579,-6.88153331, -197.04,   61.43,  18.76,,164.81017511,-64.03383209,53.3049040511727
HIP 11000,35.43434853,-6.87965555,  296.18,   51.14,  37.34,K0,173.68062848,-60.51665042,26.7809319764328
HIP 112100,340.59150167,-6.87116943,   11.72,   16.55,  14.09,G0,60.46530381,-53.29143458,70.97232079489
HIP 63421,194.94789588,-6.86039658, -251.76,    5.57,  30.26,,306.63696428,55.95124522,33.0469266358229
HIP 105932,321.8201662,-6.84330192,   24.98, -403.33,  61.57,M0,45.95932719,-37.58650659,16.2416761409777
HIP 792,2.45274609,-6.84116094,   57.31,  -20.57,  12.54,G5,95.0700768,-67.43297424,79.7448165869219
HIP 19587,62.96638834,-6.8377787,   11.92,   81.28,  25.98,F2II-III,199.32393905,-38.39132057,38.4911470361817
HIP 18280,58.64778859,-6.82729666,   -4.22,  529.70,  64.90,M0V,196.49870281,-42.09826435,15.4083204930663
HIP 75158,230.38683413,-6.82653333, -164.71,  -30.33,  15.95,F8,355.38714387,40.28668184,62.6959247648903
HIP 53196,163.20444839,-6.82153375, -209.54, -188.74,  22.81,F8,258.38833377,45.54346826,43.8404208680403
HIP 91880,280.96340419,-6.81801161,   29.30,  -44.08,  14.36,F7V,26.00093575,-1.4264718,69.6378830083566
HIP 17806,57.16272768,-6.81581061,  -43.84,   19.32,  22.93,G0,195.45204988,-43.35658364,43.6109899694723
HIP 42333,129.46028541,-6.80699027, -298.43,   43.34,  42.32,G0,232.0768163,19.97784787,23.6294896030246
HIP 91360,279.49539281,-6.80451053, -129.68, -397.61,  26.97,G5,25.34575739,-0.12425679,37.0782350760104
HIP 33955,105.67931488,-6.79846402, -200.84, -313.35,  53.47,K5V,220.26493097,-0.60176466,18.7020759304283
HIP 26926,85.72461574,-6.79631491,   12.26,   60.59,  19.94,F3V,211.23705508,-18.32028771,50.1504513540622
HIP 100698,306.22739145,-6.79566237,  -98.28, -201.81,  14.25,G5,37.59043013,-23.85825586,70.1754385964912
HIP 61326,188.4806708,-6.77784595, -124.56,   48.70,  14.05,F8,295.17395691,55.82984611,71.1743772241993
HIP 38083,117.06635664,-6.77381794,  -10.38,   18.65,  14.33,A3,225.58433183,9.38781199,69.7836706210747
HIP 37901,116.50900614,-6.77228458,   48.91,  -93.07,  13.68,K5III,225.31152159,8.90430747,73.0994152046784
HIP 52933,162.38254048,-6.76972862, -199.99,   47.89,  19.18,K0,257.44421884,45.0661441,52.1376433785193
HIP 7576,24.39735704,-6.76018613,  170.99,  -97.73,  42.35,G5,153.30599738,-66.87013975,23.6127508854782
HIP 81046,248.30049093,-6.75989204,   16.35, -202.40,  16.70,G5,9.07800169,26.59408109,59.8802395209581
HIP 70038,214.971891,-6.74610982,  -90.74,  -23.53,  10.82,G5,338.43231159,49.9295785,92.4214417744917
HIP 68458,210.22518683,-6.74596889,   35.60,  -94.58,  10.68,F5,331.84104538,52.18341745,93.6329588014981
HIP 53639,164.60251805,-6.73718245, -405.57,  -18.26,  25.75,K4,259.88080376,46.47084027,38.8349514563107
HIP 15929,51.29432743,-6.73568066,   -0.39,   -2.26,  14.24,F8,190.85943949,-48.22886175,70.2247191011236
HIP 98038,298.83121009,-6.73463769,   16.21,  -58.74,  11.67,F2V,34.14600039,-17.25805107,85.6898029134533
HIP 72138,221.33463975,-6.73459629,  -84.94,   47.34,  18.83,G0,346.23356437,46.34000799,53.1067445565587
HIP 4403,14.11695537,-6.72105884,   99.49,   13.75,  12.83,F5,126.50959533,-69.55785956,77.9423226812159
HIP 56166,172.7124948,-6.71901284,   35.31,   -2.60,  10.43,F8,270.05765968,50.93602688,95.8772770853308
HIP 105705,321.14987594,-6.71518592,  -28.81,  -54.17,  10.65,F2,45.6930434,-36.94266459,93.8967136150235
HIP 67289,206.85585318,-6.70538619,  -66.84,  -12.82,  10.33,A3,326.78180411,53.55385967,96.8054211035818
HIP 8548,27.56381549,-6.70418331,  226.10,   37.88,  23.26,F8,159.9655492,-65.25591631,42.9922613929493
HIP 89728,274.66965807,-6.70100658,  -64.79,  -11.83,  33.57,K3V,23.2132544,4.16951571,29.7885016383676
HIP 98210,299.35300325,-6.69754483,   18.14, -149.77,  10.67,G5,34.42222285,-17.70583132,93.7207122774133
HIP 102820,312.45323215,-6.69696737,   22.68,   16.84,  11.87,F8,40.83350614,-29.32054067,84.24599831508
HIP 15962,51.37970897,-6.69547933,   35.99,  -44.26,  21.37,K2V,190.88020019,-48.13604554,46.7945718296678
HIP 72020,220.96223103,-6.68816478,   28.85,  -34.55,  13.26,F8,345.85031367,46.6032207,75.4147812971342
HIP 57051,175.43823436,-6.68445477, -212.83,  -28.29,  17.86,G5,273.89815198,52.21489152,55.9910414333707
HIP 52995,162.61562905,-6.67490592,  -18.31,  -64.96,  10.13,F8,257.61121429,45.28686881,98.7166831194472
HIP 78049,239.03105204,-6.67356377,   59.72,  -63.69,  12.19,G0,2.73025326,33.99709555,82.0344544708778
HIP 45887,140.34518862,-6.67218785,  -54.76,   43.99,  10.15,G5,238.61541071,29.01023657,98.5221674876847
HIP 114007,346.3343635,-6.66841835, -172.51, -201.31,  24.39,,67.16979278,-57.55105801,41.0004100041
HIP 15049,48.4785747,-6.66438032,   75.16, -138.77,  11.58,F2,188.32843242,-50.48942446,86.3557858376511
HIP 7789,25.06553238,-6.62839367,  -26.43,  -61.39,  13.46,G0,154.6377278,-66.44660732,74.2942050520059
HIP 69727,214.08919485,-6.62151816,  -42.65,  -10.49,  19.19,A9III,337.35681224,50.48668115,52.1104742053153
HIP 117666,357.94489938,-6.61304557,   91.71,  -14.38,  16.93,G0,85.59785302,-65.06620959,59.0667454223272
HIP 75325,230.85857537,-6.61018981,    0.24, -123.20,  10.51,K0,356.01896098,40.1039666,95.1474785918173
HIP 10758,34.60777992,-6.60575161,  296.52,  -30.73,  11.40,G0,172.07625961,-60.88045765,87.719298245614
HIP 90239,276.17927537,-6.60370437,  -69.02,  -38.38,  14.18,G0IV...,24.00127435,2.88919146,70.5218617771509
HIP 69962,214.74284788,-6.60259565,   -5.17, -432.05,  46.46,K7V,338.24554853,50.17034121,21.5238915195867
HIP 51257,157.05153259,-6.59989496, -374.61, -281.08,  31.12,K0V,251.8720089,41.64958311,32.133676092545
HIP 84739,259.83303741,-6.59256731,  -62.14,   -5.73,  10.19,G0,15.94060176,17.06590324,98.135426889107
HIP 8918,28.70165032,-6.5921275,   62.62,  -43.54,  10.85,F5,162.04018413,-64.53799597,92.1658986175115
HIP 95299,290.81902531,-6.58486014, -173.94, -209.97,  31.38,K5V,30.64244336,-10.06218163,31.8674314850223
HIP 105641,320.96216389,-6.58394292, -127.90,   -3.25,  16.86,F8,45.72306177,-36.71592523,59.3119810201661
HIP 111170,337.82590786,-6.55488734,  160.65, -108.63,  39.18,F7V,58.21123282,-50.89808635,25.5232261357836
HIP 9657,31.05708614,-6.54564709,  115.45, -188.08,  18.60,K0,166.26140008,-63.11853188,53.7634408602151
HIP 16169,52.08697465,-6.53044612,  359.09, -196.07,  21.98,G2V-VI,191.25691895,-47.46018245,45.4959053685168
HIP 14774,47.68041309,-6.52601128,   66.13,    2.85,  14.60,G0,187.4183897,-51.05208215,68.4931506849315
HIP 51127,156.67198589,-6.52480328,    2.80, -643.71,  32.50,K0V,251.44156707,41.43975734,30.7692307692308
HIP 108868,330.81846358,-6.52242698,   47.80,    8.65,  12.02,K0III,52.41285946,-45.11150775,83.1946755407654
HIP 95962,292.72000978,-6.51407984, -142.00, -141.30,  29.18,G0,31.56347624,-11.7216344,34.2700479780672
HIP 77326,236.80361578,-6.50788499,   41.00,    6.70,  12.85,K3V,1.1575678,35.80270594,77.8210116731518
HIP 2710,8.61338867,-6.50369569,  -72.45,  -86.61,  24.09,F2,111.09494425,-68.98420106,41.51100041511
HIP 14124,45.53845132,-6.49419402,   80.54, -143.75,  30.81,G0IV-V,185.31305591,-52.73817898,32.4569944823109
HIP 31188,98.15767232,-6.48849089,  256.36,    7.32,  16.86,G0,216.59721099,-7.12375153,59.3119810201661
HIP 2201,6.95739605,-6.48384114,  272.28, -927.77,  21.07,,106.66576681,-68.60677552,47.4608448030375
HIP 42507,130.0008324,-6.47549499,  116.59, -145.34,  32.63,M0,232.0824885,20.60883347,30.6466441924609
HIP 47059,143.85750157,-6.47411167,  -67.17,  -29.00,  11.50,G0,240.86299349,31.91928434,86.9565217391304
HIP 56260,172.9859436,-6.47031998,  -32.24,  -85.64,  17.21,K0,270.24386861,51.28526808,58.1057524694945
HIP 65892,202.60707597,-6.47029456,   44.20,   12.32,  18.47,F2V,320.03220808,55.10166646,54.1418516513265
HIP 109646,333.18086457,-6.46896918,  221.95,   19.82,  26.57,G0,54.31725264,-47.05271183,37.6364320662401
HIP 111274,338.14120137,-6.46724792,  291.49,   29.65,  27.92,G0,58.61668711,-51.09983631,35.8166189111748
HIP 78620,240.75128604,-6.45320403, -230.59,   40.88,  10.83,,4.21708125,32.80191019,92.3361034164358
HIP 54207,166.35899265,-6.44151896, -172.84,  -17.59,  10.81,F8,261.668254,47.75637146,92.5069380203515
HIP 49615,151.89177338,-6.43945455, -371.71,  104.99,  19.82,G0,247.08314234,38.07057691,50.4540867810293
HIP 75728,232.0569327,-6.43773835,  -23.89,  -61.75,  11.88,G5,357.25210972,39.36369394,84.1750841750842
HIP 59961,184.47268986,-6.43099104,  -92.30,  -36.61,  11.32,F8,288.11611864,55.47278235,88.339222614841
HIP 39198,120.26436586,-6.41908231,  -76.20,  -46.23,  15.01,G5,226.85335217,12.3314834,66.6222518321119
HIP 39383,120.77757123,-6.41446654,  -61.71,   43.10,  18.70,K0,227.10794853,12.77685391,53.475935828877
HIP 68083,209.09523048,-6.41243845,   17.73,    8.78,  13.91,F8,330.39984358,52.96069364,71.8907260963336
HIP 46223,141.36272544,-6.40448383,  -37.00,  -15.36,  14.29,A3,239.05535203,29.98337631,69.9790062981106
HIP 116242,353.29991093,-6.40061535,  125.19,   10.35,  10.96,F8,77.5048659,-62.15762921,91.2408759124088
HIP 112190,340.83913863,-6.40011587, -154.73, -290.19,  46.46,K0,61.33955465,-53.19808403,21.5238915195867
HIP 47539,145.38141641,-6.39344434, -157.20,   63.59,  18.14,,241.89478603,33.16152326,55.1267916207277
HIP 30949,97.43831415,-6.39303762,  -59.29,   91.76,  26.04,M0,216.18816856,-7.72003448,38.4024577572965
HIP 76400,234.05361286,-6.38801989, -102.27, -173.66,  16.52,G5,359.0205125,37.93804505,60.5326876513317
HIP 10915,35.12832949,-6.37886193,  -15.98,  -43.62,  15.30,G0,172.53502145,-60.36244348,65.359477124183
HIP 25388,81.47203874,-6.36262758, -132.03,  -21.18,  17.20,F8,208.81356379,-21.90616964,58.1395348837209
HIP 59519,183.09543867,-6.35883442, -288.18, -315.64,  22.94,K0,285.75255142,55.2048604,43.59197907585
HIP 90246,276.20500512,-6.35369838,   15.35, -107.77,  26.41,K7V,24.2347656,2.98290095,37.8644452858766
HIP 45527,139.17384091,-6.35315487,   24.94,    4.27,  11.70,K2III,237.5446784,28.25327731,85.4700854700855
HIP 63023,193.73408633,-6.33817645, -298.58, -174.93,  24.08,K8,304.50793112,56.52286651,41.5282392026578
HIP 85025,260.67582288,-6.33093079,  -17.55, -160.41,  10.77,G0,16.62417851,16.48161793,92.8505106778087
HIP 73194,224.38858481,-6.32972484,   20.44, -212.54,  38.48,M0,349.94654969,44.72514277,25.987525987526
HIP 103800,315.49490141,-6.31766657, -229.21, -445.23,  72.37,M3,42.8584247,-31.81815225,13.8178803371563
HIP 73169,224.30332315,-6.31677897, -261.16,  -74.86,  34.30,,349.8682672,44.79040366,29.1545189504373
HIP 56183,172.74360322,-6.31408604,  146.44, -178.86,  10.34,,269.7858194,51.30454652,96.7117988394584
HIP 11966,38.59642199,-6.3061957,   50.49,   64.07,  10.61,F8,177.20035569,-57.87972935,94.2507068803016
HIP 62421,191.88925076,-6.30164895,    5.27,  -42.22,  15.09,F7V,301.18186,56.55691184,66.2690523525514
HIP 81347,249.20237454,-6.29429847,  -21.62,   -1.79,  17.93,G5,10.0742559,26.12207512,55.7724484104852
HIP 78849,241.43552422,-6.2911431,   50.00,    5.83,  12.81,F2IV,4.86567199,32.36600309,78.064012490242
HIP 78822,241.3630505,-6.29048354,   51.87,    4.15,  12.12,F5,4.81397097,32.42330959,82.5082508250825
HIP 98723,300.7717703,-6.28773593,   73.75, -114.58,  25.09,K5V,35.47009807,-18.78505787,39.8565165404544
HIP 43470,132.82262679,-6.26303387, -158.78,   82.68,  15.29,G,233.51881583,23.08526627,65.402223675605
HIP 90131,275.89558778,-6.25079837,  -28.99,  -21.64,  11.44,F8,24.18259105,3.30299438,87.4125874125874
HIP 37333,114.95450084,-6.24856566,  -94.08,    9.42,  13.71,,224.09701177,7.80166241,72.9394602479942
HIP 20263,65.16078257,-6.24585928,   92.46,  -55.70,  15.83,G8IV:,200.01704322,-36.20059715,63.1711939355654
HIP 37332,114.95361788,-6.24428587,  -77.00,    6.90,  10.45,G5,224.09279397,7.80293715,95.6937799043062
HIP 66587,204.74430485,-6.23635436,   97.39, -183.67,  40.27,K5,323.68605181,54.70841932,24.8323814253787
HIP 87034,266.74186589,-6.2089229,  -70.27,  -93.07,  22.21,G5,19.84045609,11.32089693,45.024763619991
HIP 49961,153.00531371,-6.20291059,  -54.76,   22.84,  10.48,F2,247.81537142,39.04682843,95.4198473282443
HIP 28985,91.74400175,-6.20263698,   -9.12,  -32.07,  14.48,A5,213.44675725,-12.6996704,69.060773480663
HIP 65265,200.62912461,-6.20180359,  -71.17, -143.25,  16.90,K0,316.77759377,55.83223027,59.1715976331361
HIP 3915,12.56191859,-6.19424277,  165.83,  -24.28,  11.22,G0,122.10400163,-69.06407813,89.126559714795
HIP 50649,155.16186605,-6.19281396,  -36.67,   -5.25,  10.46,A5,249.72659433,40.60977127,95.6022944550669
HIP 11139,35.84268764,-6.19265901,  -32.55,  -33.30,  11.50,F0,173.31436512,-59.73994564,86.9565217391304
HIP 67825,208.40874912,-6.18786278,   44.84,  -72.77,  11.15,G0,329.5117662,53.44345124,89.6860986547085
HIP 48351,147.84037715,-6.18205868, -126.85,   53.73,  22.45,F8V,243.55604875,35.19382967,44.543429844098
HIP 20699,66.50865326,-6.18031131,  -39.68, -181.34,  20.27,K2V,200.74783243,-34.99780093,49.3339911198816
HIP 41036,125.62582952,-6.17915957,  -59.21,    0.80,  15.36,A8IV,229.4133139,17.05684483,65.1041666666667
HIP 62190,191.18120696,-6.17274509, -207.89,  -83.06,  13.91,K0,299.89508796,56.65941499,71.8907260963336
HIP 83676,256.53441033,-6.16708953,  -89.16,  -63.66,  32.81,K2V,14.51915597,20.08461574,30.4785126485827
HIP 82730,253.6487981,-6.15392897,  -30.23,  -21.86,  13.14,K2III,12.88524709,22.51652236,76.103500761035
HIP 117966,358.91691017,-6.14162219, -476.09, -391.03,  57.97,,88.13987346,-65.17487478,17.2503018802829
HIP 103972,315.9937101,-6.13962895, -344.97, -280.81,  20.22,M...,43.31977959,-32.17097529,49.4559841740851
HIP 67285,206.84852038,-6.13547638, -338.90, -575.27,  23.52,K5V,327.12227158,54.08720562,42.5170068027211
HIP 70680,216.85176863,-6.1201914,  -62.15,  -57.84,  13.83,A2IV,341.38647882,49.45049412,72.3065798987708
HIP 60436,185.86489971,-6.11893119,  -30.73,   56.39,  16.25,F8,290.40333859,56.07073234,61.5384615384615
HIP 10460,33.71697727,-6.10593708,  117.93,   -4.13,  14.77,G0,170.02848386,-61.098244,67.7048070412999
HIP 81608,250.00753203,-6.08101871,  -28.79,  -98.66,  13.91,F8,10.77031917,25.57999351,71.8907260963336
HIP 46404,141.9454878,-6.07102871, -232.83,  -65.21,  32.01,G2V,239.14443918,30.64736394,31.2402374258044
HIP 83405,255.70691778,-6.06819877, -125.79,  -78.66,  44.29,M2,14.14372871,20.83496539,22.5784601490178
HIP 8844,28.43900321,-6.05059131,  207.35,  -80.58,  18.98,,160.84047697,-64.23396244,52.6870389884089
HIP 87322,267.64187182,-6.04996555,  -26.05, -131.40,  45.67,M0V,20.42657522,10.61737019,21.8962119553317
HIP 94627,288.84283842,-6.04978928,   17.50,   10.49,  11.13,F0,30.23823732,-8.06593835,89.8472596585804
HIP 114724,348.58055219,-6.0485268,   46.22, -195.85,  14.68,M2III,70.94074776,-58.73805363,68.1198910081744
HIP 41802,127.84111183,-6.03369607, -470.79,  -48.21,  46.02,,230.48047952,19.0173474,21.7296827466319
HIP 60987,187.50828307,-6.02324308, -107.55,  -67.65,  14.97,F2,293.27200419,56.44651213,66.8002672010688
HIP 76638,234.75841771,-6.02300641,  -58.93,    6.61,  13.22,F5,359.95510088,37.65730597,75.642965204236
HIP 102655,312.04477298,-6.0227587,   40.26,  -14.15,  18.43,G0,41.30202179,-28.64868723,54.2593597395551
HIP 40110,122.89039586,-6.01593789,  -79.86,   62.80,  17.97,G0,227.83162809,14.79591199,55.6483027267668
HIP 15806,50.90706814,-6.01017206,  110.26,  -11.51,  10.67,G0,189.63520528,-48.13816387,93.7207122774133
HIP 12764,41.00359859,-6.00937192,  141.92,   12.18,  22.73,F5,179.7561271,-55.91268342,43.994720633524
HIP 106702,324.19865422,-6.00481358,   27.30,  -44.74,  10.18,F0,48.38572723,-39.22197865,98.2318271119843
HIP 69701,214.00368717,-5.99952622,  -25.84, -419.84,  46.74,F7V,337.74144273,51.0654237,21.3949507916132
HIP 79924,244.70191934,-5.99411124,   26.77,  -51.91,  10.15,G0,7.42510011,29.949398,98.5221674876847
HIP 27803,88.25118913,-5.99400202,   -1.19, -346.66,  49.74,M0V,211.65579633,-15.71497179,20.1045436268597
HIP 117736,358.1687211,-5.9936412,  431.15,  -38.33,  28.47,K0,86.8209618,-64.66215221,35.1246926589392
HIP 116906,355.46506334,-5.98548732, -145.41, -111.10,  23.84,G5,81.75954902,-63.15187942,41.9463087248322
HIP 69282,212.7378438,-5.973913,  -55.87,   -5.22,  14.72,F8,336.01433068,51.71675238,67.9347826086957
HIP 71926,220.66668568,-5.96447027,  -56.89,   16.96,  13.99,F5,346.15831198,47.35546067,71.4796283059328
HIP 69564,213.58953291,-5.94792042, -306.24,   83.58,  24.09,F9V,337.21688924,51.3189164,41.51100041511
HIP 42408,129.70582633,-5.94789394,  230.85, -338.05,  23.74,G5,231.43840743,20.64051742,42.12299915754
HIP 6624,21.25240598,-5.94640949,   13.91,   -7.58,  10.21,A0,145.09084465,-67.36245539,97.9431929480901
HIP 17266,55.47163623,-5.93990897,  271.29,  209.98,  14.46,,193.18899596,-44.31965905,69.1562932226833
HIP 55285,169.83980737,-5.93770182,   81.43, -165.31,  12.70,G5,265.57343706,50.13475517,78.740157480315
HIP 86786,266.00342896,-5.92954985,    3.23,   -8.71,  12.22,K0,19.7214082,12.09784806,81.8330605564648
HIP 59417,182.82509672,-5.92582266, -272.73, -105.48,  20.11,G0,285.0917011,55.54948846,49.7265042267529
HIP 85622,262.44736311,-5.91932263,  -33.13,  -64.40,  13.88,K0III,17.92141891,15.17224399,72.0461095100865
