name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,dist
HIP 78866,241.48101072,-89.30844881,  -23.75,  -40.83,  11.95,F2/F3V,303.51260766,-26.66992239,83.6820083682008
HIP 104382,317.19172547,-88.9565112,   25.96,    5.02,  12.07,F0III,303.9052626,-27.71340969,82.8500414250207
HIP 32897,102.81526124,-88.53533293,  -47.92,  187.50,  15.94,G2V,301.28628069,-27.11979079,62.7352572145546
HIP 75736,232.08618345,-88.13281448,  -88.78,  -80.65,  15.54,Am,304.24195492,-25.67578218,64.3500643500644
HIP 99687,303.43283338,-87.82269434,   80.18, -121.93,  12.24,G0V+...,305.23798605,-27.87450361,81.6993464052288
HIP 20325,65.3152272,-87.81311163,   62.66,   68.84,  17.08,F5V,300.95995008,-28.44707301,58.5480093676815
HIP 110397,335.43036319,-87.80495774,  133.74, -210.25,  16.23,G3/G5IV,304.45506228,-28.8631015,61.6142945163278
HIP 1649,5.17280122,-87.66706225,  128.80,   43.67,  11.33,G2V,303.29013318,-29.43976951,88.261253309797
HIP 92824,283.69853501,-87.60551487,  -36.69, -135.22,  13.06,K3III,305.62253088,-27.13767417,76.5696784073507
HIP 64690,198.8728529,-87.56030424, -221.35, -155.49,  40.52,G5IV-V,303.21316073,-24.70170184,24.6791707798618
HIP 100968,307.06872886,-87.47206607,  169.74,  -57.85,  12.81,G3V,305.54666439,-28.14061274,78.064012490242
HIP 13844,44.55309936,-87.32054873,   24.35,  -37.67,  12.49,F6V,301.31649495,-29.39883204,80.0640512409928
HIP 56557,173.93385708,-87.26940521, -290.10,  -24.77,  17.09,G5IV/V,301.95863988,-24.54194201,58.5137507314219
HIP 77470,237.27048337,-87.26643504,   -0.68,  -48.78,  16.40,F5V,305.04505994,-25.15983357,60.9756097560976
HIP 64109,197.08586661,-87.21951279,    0.46,   83.36,  27.10,G6IV/V,303.15676276,-24.35514762,36.90036900369
HIP 83217,255.11210519,-87.20273044, -179.88, -156.04,  20.11,G8/K0V,305.68156578,-25.79923232,49.7265042267529
HIP 73883,226.5129939,-87.17411509,   10.19,   32.30,  12.52,F5/F6V,304.65611266,-24.76551646,79.8722044728435
HIP 105585,320.78570241,-87.05208763,  103.04,  -87.76,  19.10,G8:III:+...,305.58818455,-28.91509305,52.3560209424084
HIP 32500,101.74383218,-87.02497454,    4.64,    4.20,  25.55,F3V,299.58883878,-27.14658836,39.1389432485323
HIP 52065,159.58511513,-86.89721065,  -37.04,   35.39,  16.91,G5/G6IV,301.06139004,-24.52185826,59.1366055588409
HIP 40514,124.07271791,-86.55740379,  -30.23,   45.59,  10.44,A1IV/V,299.36597074,-25.83769613,95.7854406130268
HIP 50605,155.05767619,-86.55689316,  -47.25,   28.96,  13.45,F5IV,300.61551642,-24.38887983,74.3494423791822
HIP 65758,202.20864631,-86.44950865, -160.74,  -56.86,  17.94,G5/G6V,303.56106355,-23.62353571,55.7413600891862
HIP 40951,125.36438203,-86.37689869,  -29.65,   71.09,  11.82,F5V,299.21736152,-25.69277878,84.6023688663282
HIP 34967,108.52729662,-86.25133245,  -89.68,   57.81,  11.86,F8V,298.75575762,-26.69631653,84.3170320404722
HIP 92332,282.27736555,-86.19525737,   51.15,  -60.52,  13.36,F5V,307.20362722,-27.02497253,74.8502994011976
HIP 110867,336.92608349,-86.15565341,  167.84, -159.78,  16.19,K0III,305.54162612,-30.2167636,61.7665225447807
HIP 46892,143.32536808,-86.01002222,  -51.52,  -19.22,  10.70,F3/F5IV+...,299.59683326,-24.49968175,93.4579439252336
HIP 46870,143.26397746,-86.0095987,  -48.86,  -20.46,  11.06,F2,299.59335221,-24.50257915,90.4159132007233
HIP 3470,11.08845455,-85.89152517,   91.56,   -4.20,  15.37,F8/G0V,303.08028959,-31.23468508,65.0618087182824
HIP 107949,328.04645652,-85.83656586,  -16.72,    1.69,  10.51,F7V,306.32062873,-30.0409462,95.1474785918173
HIP 66753,205.23406365,-85.78599228,  -87.65,  -21.03,  12.71,A2m...,303.9122055,-23.0087878,78.6782061369001
HIP 91434,279.70799692,-85.70884796,  147.50,  -42.38,  15.89,G0V,307.73378499,-26.81071841,62.9326620516048
HIP 75015,229.93314426,-85.67958187,  -58.30,    2.27,  13.20,F8/G0V,305.77378076,-23.65286156,75.7575757575758
HIP 43908,134.1745136,-85.66323432, -116.27,   33.74,  20.73,F0III,298.8504562,-24.81562937,48.2392667631452
HIP 60926,187.30282883,-85.57924918,   23.38,   30.35,  11.73,F6V,302.46827655,-22.72752353,85.2514919011083
HIP 56706,174.39630992,-85.48649606,   29.76,    9.15,  11.36,F2III/IV,301.38233223,-22.8386841,88.0281690140845
HIP 3053,9.69033976,-85.41237038,  -86.37,  -28.79,  26.42,G8V,303.22972213,-31.70854876,37.8501135503407
HIP 22504,72.63706679,-85.37507484,   48.40,  -38.00,  23.20,G3V,298.3457959,-29.3814091,43.1034482758621
HIP 88274,270.39253838,-85.21447624,   -4.48, -144.72,  14.91,F4V,308.13183378,-25.99965881,67.0690811535882
HIP 81063,248.35765065,-85.18153504,  -66.08, -274.04,  12.09,,307.28903578,-24.33222258,82.7129859387924
HIP 96614,294.63920042,-85.00459438,   92.80,  -29.93,  10.72,G1V,308.47404226,-28.03901553,93.2835820895522
HIP 55746,171.32525747,-84.95456894,  -47.95,   12.13,  12.07,F5V,300.93069377,-22.42103847,82.8500414250207
HIP 74296,227.78664063,-84.78782184,    3.22,    4.03,  10.24,B9.5V,306.16669688,-22.81834706,97.65625
HIP 105274,319.85350136,-84.75622445,   91.81,  -68.75,  15.20,F6/F7V,307.77683331,-30.19998594,65.7894736842105
HIP 95781,292.22442333,-84.71995362,   68.97,  -80.35,  13.00,G5IV,308.82688034,-27.8640974,76.9230769230769
HIP 83751,256.76074535,-84.66532909,   51.66,  -22.13,  15.32,G0V,308.20423563,-24.6836403,65.2741514360313
HIP 76178,233.39521625,-84.60870657, -108.85, -149.00,  12.09,G0V,306.73506283,-22.98031772,82.7129859387924
HIP 14759,47.65328768,-84.54367107,  592.38,  209.06,  15.27,K5,299.28094346,-31.5615206,65.4878847413229
HIP 76996,235.81708657,-84.46550807,  137.01,   96.74,  15.02,A2V,307.02684441,-23.01917697,66.577896138482
HIP 80382,246.11715033,-84.45547209,   28.97,  -78.28,  10.45,G2V,307.78346164,-23.72890765,95.6937799043062
HIP 102205,310.63978636,-84.40704999,   60.30,  -25.44,  11.89,A1m...,308.6243741,-29.61967399,84.1042893187553
HIP 93276,284.99965571,-84.40151255,    3.89,  -56.59,  11.96,F8/G0V,309.2245588,-27.19698615,83.6120401337793
HIP 95930,292.63953207,-84.38386088,   37.83,  -53.78,  10.09,F5V,309.19929157,-27.94280197,99.1080277502478
HIP 59928,184.39082643,-84.29058037,  -94.78,    5.30,  10.47,F5V,302.02981234,-21.47825929,95.5109837631328
HIP 12921,41.55212817,-84.28301179,  -71.78,   47.21,  15.84,G8V,299.69522861,-32.10587719,63.1313131313131
HIP 112859,342.83172658,-84.26374148,  168.93,  -76.31,  15.86,M...,306.3150902,-32.05378831,63.0517023959647
HIP 79242,242.57076306,-84.23153598, -337.59,  -31.15,  27.88,K0V,307.72091792,-23.31786575,35.8680057388809
HIP 107239,325.81276084,-84.14330128,  -19.96, -118.48,  16.56,G3V,307.93198434,-31.02989216,60.3864734299517
HIP 111982,340.24554266,-84.13668181,  -10.44, -106.99,  11.23,F6V,306.65517535,-32.01761062,89.0471950133571
HIP 79682,243.93430507,-84.12459765,  191.12,   26.69,  19.72,G3V,307.90806607,-23.35002885,50.709939148073
HIP 87414,267.96572109,-84.11113449,   13.44,   -7.96,  13.71,G0V,309.23745034,-25.47439802,72.9394602479942
HIP 99902,304.0478475,-84.09058688,  -72.71,  -56.05,  15.99,G8IV/V,309.24076281,-29.12252266,62.5390869293308
HIP 49442,151.4136356,-84.0889266, -104.76,   -0.46,  14.41,F8V,298.69645621,-22.63481461,69.3962526023595
HIP 96311,293.74344591,-84.07583507,   56.74,  -95.17,  10.12,F7/F8V,309.52923735,-28.09228823,98.8142292490119
HIP 68057,209.02258166,-84.06022922, -151.72, -173.61,  11.43,G5,304.70507968,-21.41235119,87.4890638670166
HIP 32435,101.55596616,-83.99168435,   18.91,   62.52,  17.46,F5V,296.18090565,-27.10342724,57.2737686139748
HIP 66660,204.98431073,-83.90835876,   89.17,   14.48,  11.87,F5V,304.30152917,-21.16599939,84.24599831508
HIP 23824,76.82630615,-83.86025826,   58.04,  147.61,  21.01,F8V,296.58122998,-29.67933067,47.5963826749167
HIP 3911,12.53815505,-83.7439717,  138.83,   29.90,  16.94,F7V,302.97385249,-33.38417491,59.0318772136954
HIP 108322,329.17686022,-83.7265243,  159.26,  -80.83,  13.80,G8IV/V,308.01409349,-31.57297355,72.463768115942
HIP 84800,259.99823111,-83.68231315,   75.79,    3.90,  13.55,G3V,309.3312134,-24.52981324,73.8007380073801
HIP 70638,216.73225313,-83.66785308,  -95.79,  -12.91,  11.70,K2III,305.67814351,-21.31168412,85.4700854700855
HIP 96923,295.53431963,-83.65422472,   38.32,  -83.56,  10.51,G3V,309.96974866,-28.3446273,95.1474785918173
HIP 81390,249.32305097,-83.54723286,   78.59,   68.00,  21.41,K0V,308.79226649,-23.44302985,46.7071461933676
HIP 94347,288.04644334,-83.48338675,  136.95, -128.05,  22.25,F5V,310.25450254,-27.52717187,44.9438202247191
HIP 80611,246.88763456,-83.47556255, -133.76, -166.11,  11.06,F5V,308.67309739,-23.18056183,90.4159132007233
HIP 112049,340.43225625,-83.46379693,   39.11,  -40.85,  23.29,K2III,307.08613284,-32.58372894,42.93688278231
HIP 8018,25.73332534,-83.36709095,   -8.05,  -33.06,  14.95,K0/K1III+..,301.16164792,-33.58325396,66.8896321070234
HIP 100697,306.22834017,-83.31063455,   23.65,    7.54,  12.95,A2/A3m...,309.99634756,-29.60388282,77.2200772200772
HIP 111898,339.99740091,-83.25167274,   52.17,  -24.02,  10.15,A9IV,307.27888153,-32.72930233,98.5221674876847
HIP 82853,253.98867898,-83.21820845,   37.68, -145.83,  14.60,G5/G6V,309.41682408,-23.70630601,68.4931506849315
HIP 105511,320.552276,-83.20955561,    7.03,  -63.72,  14.28,F0/F2+...,309.2076371,-31.13967584,70.0280112044818
HIP 24202,77.93359122,-83.17138982,  -33.29,  -49.81,  12.65,F8V,295.79238493,-29.82458634,79.0513833992095
HIP 52104,159.68942056,-83.10873654, -265.89,  193.79,  11.32,G3/G5IV/V,298.89140744,-21.30328595,88.339222614841
HIP 61395,188.71000612,-82.98026096, -127.85,    7.06,  15.68,K2/K3V,302.39229088,-20.12590936,63.7755102040816
HIP 7601,24.47908355,-82.97528876,  122.30,  120.70,  36.86,G2V,301.22932694,-33.99866586,27.1296798697775
HIP 50461,154.54541803,-82.91073436,   47.42,  -18.49,  12.44,K0/K1III,298.21516581,-21.48859297,80.3858520900322
HIP 20446,65.71284366,-82.899089,  -13.43,    4.65,  10.05,A7IV/V,296.31278145,-31.25993269,99.502487562189
HIP 32351,101.29137391,-82.89586643,  -32.71,    9.80,  12.43,F0/F2V,294.94949573,-27.09680329,80.450522928399
HIP 49889,152.79718604,-82.86682216, -450.52,  329.28,  35.62,K:,298.00130247,-21.58445502,28.0741156653565
HIP 14223,45.8528105,-82.84480525,  376.51,  245.39,  28.11,,298.29033258,-33.05270462,35.5745286374956
HIP 99318,302.39492411,-82.80500136,   43.12,  -70.90,  11.06,F5V,310.71235783,-29.31869627,90.4159132007233
HIP 64119,197.12304601,-82.72100157, -128.18,  -26.89,  10.58,G0V,303.50578539,-19.86826287,94.5179584120983
HIP 113807,345.69506455,-82.70781063,  354.69, -121.07,  16.89,K0IV,306.91951537,-33.55940215,59.206631142688
HIP 41910,128.17907256,-82.6144807,  -66.94,   67.75,  13.20,F6V,295.63682366,-23.78302583,75.7575757575758
HIP 21455,69.1073638,-82.58251749,  173.71,  147.92,  23.01,K1/K2V,295.73327554,-31.06460594,43.4593654932638
HIP 58623,180.33286958,-82.55643418, -161.39,   91.80,  14.84,G6/G8V:,301.22002816,-19.85178803,67.3854447439353
HIP 5549,17.79328601,-82.54833799,  186.54, -196.85,  13.40,G1V,302.15597172,-34.55015702,74.6268656716418
HIP 58361,179.50763394,-82.52338424,   41.48,  -21.49,  11.52,G3V,301.10125992,-19.84218954,86.8055555555556
HIP 117066,355.99140547,-82.50827822, -129.45,  -91.76,  25.18,G2V,305.55598892,-34.27309801,39.714058776807
HIP 3716,11.92492045,-82.507495, -153.59, -153.70,  13.96,G3V,303.0799945,-34.61968144,71.6332378223496
HIP 22646,73.08382327,-82.47637139,  137.84,  150.07,  30.39,K2V,295.34002622,-30.6590294,32.9055610398157
HIP 107747,327.40107072,-82.43387561,   83.14,  -49.89,  10.11,F6V,309.30576128,-32.29038616,98.9119683481701
HIP 31931,100.09518606,-82.38073112,  -65.82,  281.74,  20.94,,294.36589495,-27.23549913,47.7554918815664
HIP 44800,136.94593413,-82.32486753,   34.24,  -15.11,  12.56,F7V,296.047674,-22.66128702,79.6178343949044
HIP 16768,53.94206643,-82.31400011,   32.45,   16.39,  10.19,G2V,296.93058157,-32.79317477,98.135426889107
HIP 9191,29.58657437,-82.29408096,  -66.37,   14.63,  16.89,G8/K0V:+...,300.24843418,-34.48243856,59.206631142688
HIP 101628,308.97627085,-82.2905907, -123.80, -108.57,  14.14,G0V,310.95080274,-30.29275279,70.7213578500707
HIP 102868,312.61417853,-82.26307851,   24.55,  -77.22,  13.94,G2V,310.74812973,-30.75014351,71.7360114777618
HIP 12018,38.75706006,-82.23573643,   27.33, -123.58,  14.88,G2V,298.84794022,-34.05332518,67.2043010752688
HIP 814,2.50945435,-82.22399743,  -21.66,  -20.39,  13.45,K1/K2III,304.62760939,-34.76748094,74.3494423791822
HIP 87091,266.92856,-82.2159378,  -38.99, -207.27,  32.66,K2IV/V,311.17737681,-24.75232352,30.6184935701164
HIP 118114,359.38745413,-82.16974335,  -26.62,  -25.15,  10.38,K0III,305.14510904,-34.72559359,96.3391136801542
HIP 116939,355.56110247,-82.04353985,  260.68, -107.80,  19.27,K5,305.80136357,-34.6954909,51.8941359626362
HIP 99634,303.31695679,-82.02809545,   85.72,  -19.63,  32.10,K2V,311.53101651,-29.65113109,31.1526479750779
HIP 104436,317.33177202,-82.02714188,  264.81,  -48.34,  41.28,G3V,310.63322824,-31.42936026,24.2248062015504
HIP 117689,358.02789102,-82.01876765,  -49.07,  -20.91,  12.20,G7III,305.41331459,-34.82162737,81.9672131147541
HIP 68616,210.69480419,-81.8502561,  -42.61,   -5.63,  10.83,F8/G0V,305.56944179,-19.34629421,92.3361034164358
HIP 17184,55.2011257,-81.78962263,  134.91,  201.71,  20.29,G6V,296.34293173,-33.04197302,49.2853622474125
HIP 67146,206.40847892,-81.7790242, -198.81,  -82.03,  10.25,G1V,304.96381547,-19.12190969,97.5609756097561
HIP 25612,82.07682229,-81.77430687,  -29.03, -441.37,  32.84,M,294.0675374,-29.76696411,30.4506699147381
HIP 45183,138.10591262,-81.76861094,  -79.82,   24.16,  15.60,F6V,295.67716477,-22.19453714,64.1025641025641
HIP 76391,234.03376615,-81.7261415,  -19.82,   93.40,  12.69,F6V,308.74790155,-20.78336082,78.8022064617809
HIP 29792,94.08865887,-81.63404125,   -2.25,   -9.48,  17.05,G8V,293.55115192,-28.09120509,58.6510263929619
HIP 54017,165.76056235,-81.62184094,  -60.79,   47.58,  11.86,F7V,298.89142303,-19.61369272,84.3170320404722
HIP 100359,305.30337899,-81.61550381,  106.98, -172.31,  13.91,G3IV/V,311.88858788,-30.04334822,71.8907260963336
HIP 26269,83.91474297,-81.61194305,  -30.56,   30.06,  20.12,F6V,293.80551847,-29.55479336,49.7017892644135
HIP 38017,116.87726362,-81.59653504,  -32.21,   42.56,  11.77,Ap...,293.94517176,-24.8082816,84.9617672047579
HIP 20297,65.24179812,-81.58022679,    9.07,  126.08,  18.61,F0/F2III,295.06719891,-32.04685997,53.7345513164965
HIP 53700,164.80788715,-81.55632816, -148.92,   67.60,  10.72,F7IV,298.7279731,-19.61572597,93.2835820895522
HIP 95344,290.95552027,-81.54026123, -213.84, -154.42,  11.59,G2/G3V,312.42658362,-27.9993602,86.2812769628991
HIP 9052,29.15634973,-81.49928857,   66.95,   22.11,  13.66,F3IV/V,300.02009738,-35.25720885,73.2064421669107
HIP 87968,269.5390257,-81.45312267,   -7.95, -118.19,  14.32,F5IV/V,312.10359049,-24.86272165,69.8324022346369
HIP 70610,216.64925795,-81.45276725,  -42.12, -224.00,  27.57,K2/K3V:,306.57308566,-19.26176069,36.2713093942691
HIP 28125,89.17691068,-81.38724543,   -7.65,  342.58,  16.97,K,293.37030029,-28.84018917,58.9275191514437
HIP 112405,341.51551393,-81.38161731,  -55.35,    0.88,  23.23,A9IV/V,308.35177512,-34.38412695,43.0477830391735
HIP 114859,348.98088423,-81.37284402,  504.34,  116.72,  45.21,M,307.18054245,-34.95264459,22.11900022119
HIP 63483,195.11362833,-81.3341205,  -76.42,   -8.86,  10.05,F6V,303.28990737,-18.46863976,99.502487562189
HIP 65302,200.75610475,-81.30975325, -360.19, -148.86,  29.33,G5V,304.18628618,-18.51503344,34.0947834981248
HIP 92358,282.34730084,-81.27076402,   -9.77,   30.06,  11.75,F6V,312.71329397,-26.71125898,85.1063829787234
HIP 15803,50.90253585,-81.25951257,  147.16,  174.60,  21.26,,296.45665554,-33.86223186,47.0366886171214
HIP 96425,294.06247837,-81.24739364,   95.16,  107.51,  22.20,G8IV/V,312.7100705,-28.48869809,45.0450450450451
HIP 89337,273.42341838,-81.17971986, -126.56, -259.86,  12.63,,312.56767532,-25.35452869,79.1765637371338
HIP 24542,78.98097235,-81.07225775,   63.80,   77.27,  17.65,G8/K0V:,293.46006893,-30.42225162,56.657223796034
HIP 8701,27.99004932,-81.01945276,   84.12,   16.95,  32.38,K1V,300.0535331,-35.7679815,30.8832612723904
HIP 6281,20.14186903,-81.01682003,  -31.22,   39.02,  12.96,G3V,301.52945175,-36.03196933,77.1604938271605
HIP 69896,214.55821047,-81.00760147,  -19.95,  -65.39,  23.36,A2m...,306.43036143,-18.73117045,42.8082191780822
HIP 24718,79.52304258,-80.9646908,  -49.80,   47.59,  14.06,G2V,293.31020554,-30.37726443,71.1237553342817
HIP 41191,126.08492509,-80.91471955, -151.92,  213.07,  12.93,G8III,293.84452223,-23.25624531,77.3395204949729
HIP 36187,111.78657449,-80.82392682,   64.14,  -36.38,  13.16,G2V,292.89277555,-25.34862044,75.9878419452888
HIP 53651,164.65186516,-80.78966573, -149.27,   62.49,  13.88,F8/G0V,298.34420501,-18.93961915,72.0461095100865
HIP 46107,141.04053926,-80.78720514, -138.55,  135.39,  17.69,F3/F5IV,295.17287394,-21.22447309,56.5291124929339
HIP 22295,72.02084167,-80.77933778,   47.95,   40.56,  16.55,F7V,293.64137429,-31.54690619,60.4229607250755
HIP 80200,245.59257241,-80.74580319,  -43.85,   -8.15,  11.30,F5IV/V,310.82766139,-21.30814566,88.4955752212389
HIP 19188,61.68554271,-80.73554137,  -27.77, -236.53,  14.08,G2V,294.6258662,-32.98122828,71.0227272727273
HIP 104206,316.6824847,-80.69775189,   59.44, -140.79,  11.79,F0/F2IV,312.04389258,-32.00977678,84.8176420695505
HIP 111153,337.78808786,-80.69594918,   16.41,  -29.19,  16.56,G3V,309.41145951,-34.5933269,60.3864734299517
HIP 8119,26.08997995,-80.57421453,  190.00,   49.58,  14.23,K0,300.26699316,-36.27858812,70.2740688685875
HIP 93889,286.78601386,-80.55248053,  -48.76,   10.14,  14.35,G5V,313.55857933,-27.37437003,69.6864111498258
HIP 85970,263.55415195,-80.54040926,   -0.06,  -44.73,  10.26,G2IV,312.682216,-23.66733074,97.4658869395712
HIP 9400,30.19770613,-80.53236809,  -67.30, -141.86,  24.32,K1V,299.45269146,-36.1226231,41.1184210526316
HIP 46120,141.08440714,-80.52558901,  202.13, 1237.24,  16.46,G0,294.9676154,-21.04603484,60.7533414337789
HIP 51713,158.48564965,-80.51690626,    7.34,   58.27,  11.96,F3V,297.27947923,-19.19153253,83.6120401337793
HIP 26394,84.28663598,-80.4716745,  311.97, 1050.19,  54.92,G3IV,292.5165565,-29.77645212,18.2083029861617
HIP 110329,335.20447801,-80.45398095,   -9.07,  -23.75,  11.97,F7/G0 + F/G,309.99401109,-34.50800982,83.5421888053467
HIP 110256,335.00616756,-80.43964301,   56.36,  -42.78,  12.15,M6III,310.03547553,-34.49700354,82.3045267489712
HIP 24084,77.60519751,-80.40805901,   62.48,   80.97,  12.47,F7/F8V,292.82116778,-30.85575959,80.1924619085806
HIP 45829,140.16544243,-80.39026629, -120.44,  164.58,  10.85,K0IV,294.75105128,-21.07198085,92.1658986175115
HIP 108768,330.50531135,-80.31509362,  223.60, -105.54,  13.82,K:,310.79550444,-34.06472519,72.3589001447178
HIP 29515,93.26495265,-80.3096534,  -25.51,   24.91,  11.76,F8V,292.0643266,-28.32332143,85.0340136054422
HIP 43490,132.87370722,-80.30069614, -257.72,  230.00,  14.10,G0,293.8798537,-21.99106894,70.9219858156028
HIP 8224,26.4718477,-80.30067621,  178.66,  212.39,  29.96,K5,300.10358696,-36.52667927,33.3778371161549
HIP 65771,202.25919827,-80.25736677,   -9.76,   -6.31,  11.28,F0/F2V,304.59258284,-17.50706823,88.6524822695036
HIP 76351,233.91704974,-80.20469392,  -47.57,   44.04,  26.01,K0/K1V,309.74343204,-19.5824949,38.4467512495194
HIP 76362,233.94850307,-80.20230323,  -94.70,   38.05,  99.90,,309.74946081,-19.58394191,10.01001001001
HIP 35937,111.1270351,-80.18552054,  176.36,   61.96,  33.17,M...,292.17765782,-25.30873624,30.1477238468496
HIP 8366,26.94453905,-80.17616913,  -71.73,  -58.41,  16.13,F0III,299.9662378,-36.62546499,61.9962802231866
HIP 38259,117.56811364,-80.16942423,   20.94,   21.36,  10.48,G5V,292.49685279,-24.24927248,95.4198473282443
HIP 52874,162.1989511,-80.16156501,  -27.24,   57.79,  11.09,G3V,297.65776542,-18.57008129,90.1713255184851
HIP 108900,330.89260728,-80.15972377,  156.32, -175.17,  15.36,,310.87607709,-34.21966185,65.1041666666667
HIP 75937,232.64875049,-80.15695487,   19.95,  -45.99,  10.95,G0/G1,309.59300942,-19.41233609,91.324200913242
HIP 105514,320.55868354,-80.11370623,  240.35, -105.70,  11.58,G8IV,312.23947629,-32.8645875,86.3557858376511
HIP 70861,217.35919943,-80.10336146,  -45.22,    6.51,  13.52,F5V,307.23120891,-18.05967618,73.9644970414201
HIP 80741,247.27165561,-80.09706422, -194.17, -127.97,  12.27,G6V,311.55399352,-21.10736373,81.4995925020375
HIP 35661,110.37159772,-79.96055126,  -26.79,  125.04,  12.49,G6IV/V+...,291.90311192,-25.38624882,80.0640512409928
HIP 117596,357.73104716,-79.89858366,  -84.59,    4.50,  18.64,G3V,306.21081951,-36.84137638,53.6480686695279
HIP 28525,90.31930573,-79.87178229,    0.45,   37.18,  13.79,G0V,291.62746055,-28.87231095,72.5163161711385
HIP 1292,4.04683817,-79.85104079,  433.87,  -57.95,  56.76,G6V,304.87270155,-37.14402034,17.6180408738548
HIP 12654,40.64703164,-79.78437921,   91.90,  108.26,  16.85,G8/K0IV/V,297.06285598,-36.04321886,59.3471810089021
HIP 70847,217.32231024,-79.74729756,   88.31,   68.97,  10.09,F7/F8V,307.36996771,-17.72893919,99.1080277502478
HIP 33737,105.12701251,-79.69625443,    3.37,   59.56,  15.60,K3V,291.43693417,-26.25276031,64.1025641025641
HIP 42539,130.07770704,-79.67389066,  142.25,  -61.31,  18.56,F8V,293.0279166,-22.06338473,53.8793103448276
HIP 37855,116.39835843,-79.66904231,  -16.52,   42.17,  11.97,F8V,291.90491628,-24.28194803,83.5421888053467
HIP 55225,169.64252563,-79.66860236,   57.70,  -20.06,  15.50,A8IIIm...,298.67900097,-17.57204473,64.5161290322581
HIP 74240,227.57884384,-79.6127957,   10.60,   -2.98,  13.58,F3IV/V,309.14697018,-18.45846192,73.6377025036819
HIP 9711,31.23284511,-79.53800785,   54.30, -139.80,  27.60,,298.8222985,-36.99690977,36.231884057971
HIP 20144,64.77648938,-79.52097701,  -11.56,   15.30,  10.09,A7III/IV,293.07592265,-33.24489106,99.1080277502478
HIP 23547,75.95509223,-79.50714737,   92.04,  174.15,  10.72,G5,291.95813726,-31.44632507,93.2835820895522
HIP 114258,347.09809853,-79.4805999,   92.62,  -36.52,  13.44,A7Vn,308.59592801,-36.48803684,74.4047619047619
HIP 69992,214.82427834,-79.4780869,   25.91,   17.23,  10.57,G1V,307.03464491,-17.31298431,94.6073793755913
HIP 106881,324.73396995,-79.44251799,   70.81,  -26.91,  16.64,F4IV,312.38762746,-33.85623675,60.0961538461539
HIP 27566,87.56999717,-79.36152292,   -4.50,   65.95,  12.06,B9.5V,291.13306278,-29.43737317,82.9187396351575
HIP 58285,179.30689866,-79.35873732,  -39.61,   -9.87,  15.06,F5,300.34169831,-16.7606183,66.4010624169987
HIP 60000,184.58726633,-79.31226899,  -38.07,   12.00,  12.05,B5Vn,301.33688607,-16.54313427,82.9875518672199
HIP 57137,175.72721843,-79.30636263,  127.49,  -10.97,  17.95,K0III/IV,299.65738948,-16.87285409,55.7103064066852
HIP 75692,231.94622912,-79.30621173,  -17.03,   30.71,  11.46,K1III,310.02507501,-18.65563401,87.2600349040139
HIP 64621,198.66901595,-79.29127736, -110.72,  -55.46,  11.88,G0V,304.05575877,-16.47027035,84.1750841750842
HIP 104453,317.38904449,-79.27385567,  -35.48,   31.99,  16.72,F7V,313.4437082,-32.8135406,59.8086124401914
HIP 96118,293.14913128,-79.19441144,  -23.73,  107.94,  11.41,G5V,315.05243317,-28.5354662,87.6424189307625
HIP 11757,37.91716991,-79.10924959,  137.14,  -54.42,  11.18,G4III,297.19074563,-36.87682029,89.4454382826476
HIP 100303,305.14931623,-79.07111486,    3.70,  -73.28,  10.02,F7V,314.71349606,-30.77799333,99.8003992015968
HIP 42794,130.80128686,-79.0701501,  -30.83,   28.12,  10.23,A7V,292.55085083,-21.63184588,97.7517106549365
HIP 38,0.11104694,-79.06183133,  162.30,  -62.40,  23.84,G6V,305.96810232,-37.76407634,41.9463087248322
HIP 94631,288.85587759,-79.02832588,   -9.63,  -57.52,  16.75,F5V,315.27980675,-27.73249332,59.7014925373134
HIP 10363,33.39239293,-79.02413757,  205.72,   79.66,  18.63,K0V,298.11467834,-37.32441996,53.6768652710682
HIP 99931,304.12532538,-79.00672642,    4.41,   35.77,  12.50,F5/F6V,314.84798738,-30.6086443,80
HIP 63535,195.2983833,-79.0058833,  -35.96,  -47.95,  13.17,G3V,303.41598915,-16.1433049,75.9301442672741
HIP 819,2.5183958,-79.00183917,   13.82,   -3.47,  11.15,F5V,305.42019335,-37.92581047,89.6860986547085
HIP 14515,46.86722441,-78.99240634,   79.83,   89.31,  15.02,,295.34187759,-36.04801229,66.577896138482
HIP 14521,46.88292015,-78.98942329,   79.07,   73.56,  13.13,F2II-III,295.33668471,-36.04851697,76.1614623000762
HIP 42637,130.33167303,-78.96342637,  -29.31,   27.58,  10.32,B9IV,292.40245907,-21.65107457,96.8992248062015
HIP 65470,201.29199975,-78.95209059, -140.91,  -72.63,  15.28,F5V,304.60874358,-16.19031304,65.4450261780105
HIP 65992,202.95538574,-78.94402906,   41.36,   48.46,  10.78,G2V,304.93833852,-16.22991885,92.7643784786642
HIP 109368,332.36215332,-78.9262382,  309.08, -481.86,  19.32,K5,311.7203033,-35.27380457,51.75983436853
HIP 101137,307.50826779,-78.90637516,   -0.36,    3.33,  11.18,F2IV/V,314.73655804,-31.25728202,89.4454382826476
HIP 81065,248.36443409,-78.89695917, -125.68,  -77.59,  20.44,K0IV SB,312.68819077,-20.51089766,48.9236790606654
